day,timestamp,mid_price,bid_price_1,ask_price_1,bid_volume_1,ask_volume_1,spread,microprice,wall_mid,mm_mid,imbalance,ret,z20
-1,0,10998.5,10991.0,11006.0,15.0,10.0,15.0,11000.0,11000.0,10998.5,-0.25,,
-1,100,11000.0,10994.0,11006.0,9.0,9.0,12.0,11000.0,11000.0,11000.0,0.0,1.5,
-1,200,11001.5,10994.0,11009.0,10.0,20.0,15.0,10999.0,11001.5,11001.5,-0.3333333333333333,1.5,
-1,400,10999.0,10992.0,11006.0,20.0,11.0,14.0,11001.032258064517,11000.5,10999.0,-0.21568627450980393,-2.5,
-1,500,11000.0,10994.0,11006.0,8.0,8.0,12.0,11000.0,11000.5,11000.5,0.0,1.0,
-1,600,11002.0,10995.0,11009.0,9.0,25.0,14.0,10998.70588235294,11000.5,11000.5,0.15254237288135594,2.0,
-1,700,11001.0,10995.0,11007.0,9.0,9.0,12.0,11001.0,11000.5,11000.5,0.0,-1.0,
-1,800,10999.5,10992.0,11007.0,15.0,9.0,15.0,11001.375,10999.5,10999.5,0.25,-1.5,
-1,900,11001.0,10995.0,11007.0,10.0,10.0,12.0,11001.0,11002.5,11001.0,-0.5348837209302325,1.5,
-1,1000,11001.0,10995.0,11007.0,12.0,12.0,12.0,11001.0,11001.0,11001.0,0.0,0.0,
-1,1200,11001.0,10995.0,11007.0,10.0,10.0,12.0,11001.0,11002.5,11001.0,-0.4444444444444444,0.0,
-1,1300,11003.0,10999.0,11007.0,6.0,12.0,8.0,11001.666666666666,11004.5,11004.5,-0.7209302325581395,2.0,
-1,1400,11000.0,10993.0,11007.0,19.0,11.0,14.0,11001.866666666667,11001.5,11000.0,-0.22448979591836735,-3.0,
-1,1500,11001.0,10995.0,11007.0,12.0,12.0,12.0,11001.0,11001.5,11001.0,0.0,1.0,
-1,1600,11003.0,10996.0,11010.0,11.0,19.0,14.0,11001.133333333333,11001.5,11003.0,0.22448979591836735,2.0,
-1,1800,11002.0,10996.0,11008.0,8.0,8.0,12.0,11002.0,11002.0,11002.0,0.0,-1.0,
-1,1900,11002.0,10996.0,11008.0,12.0,12.0,12.0,11002.0,11002.0,11002.0,0.0,0.0,
-1,2000,11002.0,10996.0,11008.0,9.0,9.0,12.0,11002.0,11002.0,11002.0,0.0,0.0,
-1,2200,11002.0,10996.0,11008.0,11.0,11.0,12.0,11002.0,11003.5,11002.0,-0.40540540540540543,0.0,
-1,2300,11002.0,10996.0,11008.0,9.0,9.0,12.0,11002.0,11002.5,11002.5,0.0,0.0,0.7406239461473592
-1,2400,11002.0,10996.0,11008.0,11.0,11.0,12.0,11002.0,11002.5,11002.0,0.0,0.0,0.6779951469993409
-1,2600,11003.0,10997.0,11009.0,12.0,12.0,12.0,11003.0,11003.0,11003.0,0.0,1.0,1.414795423562709
-1,2700,11003.0,10997.0,11009.0,11.0,11.0,12.0,11003.0,11004.0,11003.0,-0.5217391304347826,0.0,1.285541926898251
-1,2800,11001.5,10994.0,11009.0,15.0,11.0,15.0,11002.653846153846,11003.0,11001.5,-0.2682926829268293,-1.5,-0.09674505626326226
-1,2900,11003.0,10997.0,11009.0,9.0,9.0,12.0,11003.0,11003.0,11003.0,0.0,1.5,1.2418565908367014
-1,3000,10998.0,10997.0,10999.0,12.0,8.0,2.0,10998.2,11003.0,11003.0,-0.11764705882352941,-5.0,-2.7164255267750677
-1,3200,11004.5,10997.0,11012.0,12.0,16.0,15.0,11003.42857142857,11003.0,11004.5,0.2727272727272727,6.5,1.9068840805215537
-1,3400,11003.0,10997.0,11009.0,9.0,9.0,12.0,11003.0,11003.5,11003.5,0.0,-1.5,0.7958224257538564
-1,3500,11003.5,10997.0,11010.0,11.0,11.0,13.0,11003.5,11002.5,11003.5,0.4358974358974359,0.5,1.046603680795979
-1,3600,11004.0,10998.0,11010.0,11.0,11.0,12.0,11004.0,11003.5,11004.0,0.0,0.5,1.2556381719798178
-1,3700,11004.0,10998.0,11010.0,11.0,11.0,12.0,11004.0,11003.5,11004.0,0.0,0.0,1.131486271601953
-1,3800,11002.5,10995.0,11010.0,24.0,11.0,15.0,11005.285714285714,11004.0,11002.5,-0.1864406779661017,-1.5,0.1358182680711129
-1,3900,11004.0,10998.0,11010.0,10.0,10.0,12.0,11004.0,11004.0,11004.0,0.0,1.5,1.0606601717781574
-1,4000,11004.0,10998.0,11010.0,11.0,11.0,12.0,11004.0,11004.0,11004.0,0.0,0.0,0.9602970579000646
-1,4200,11002.5,10995.0,11010.0,25.0,11.0,15.0,11005.416666666666,11002.5,11002.5,0.3888888888888889,-1.5,-0.08904989128874694
-1,4300,11004.0,10998.0,11010.0,11.0,11.0,12.0,11004.0,11003.0,11004.0,0.5319148936170213,1.5,0.8929377643019699
-1,4400,11004.0,10998.0,11010.0,9.0,9.0,12.0,11004.0,11003.0,11003.0,0.5714285714285714,0.0,0.8135074594777308
-1,4500,11004.5,10998.0,11011.0,9.0,9.0,13.0,11004.5,11004.5,11004.5,0.0,0.5,1.049412495753783
-1,4600,11005.0,10999.0,11011.0,9.0,9.0,12.0,11005.0,11004.5,11004.5,0.0,0.5,1.244309847963044
-1,4700,11004.5,10996.0,11013.0,18.0,18.0,17.0,11004.5,11004.5,11004.5,0.0,-0.5,0.8309045354443741
-1,4800,11000.0,10999.0,11001.0,12.0,7.0,2.0,11000.263157894737,11005.0,11005.0,-0.09090909090909091,-4.5,-1.8633899812475598
-1,4900,11005.0,10999.0,11011.0,9.0,9.0,12.0,11005.0,11003.5,11003.5,0.5,5.0,1.0271646389040006
-1,5000,11005.0,10999.0,11011.0,9.0,9.0,12.0,11005.0,11006.5,11006.5,-0.5714285714285714,0.0,0.9454354815852444
-1,5100,11005.0,10999.0,11011.0,11.0,11.0,12.0,11005.0,11005.0,11005.0,0.0,0.0,0.8548504142644309
-1,5200,11005.0,10999.0,11011.0,10.0,10.0,12.0,11005.0,11005.0,11005.0,0.0,0.0,0.7858618026100366
-1,5300,11005.0,10999.0,11011.0,9.0,9.0,12.0,11005.0,11005.5,11005.5,0.0,0.0,0.8580744372675574
-1,5400,11005.5,10997.0,11014.0,15.0,15.0,17.0,11005.5,11005.5,11005.5,0.0,0.5,1.183908503331149
-1,5500,11006.5,10999.0,11014.0,12.0,22.0,15.0,11004.29411764706,11006.5,11006.5,-0.29411764705882354,1.0,1.7096780202020874
-1,5600,11004.5,10997.0,11012.0,15.0,11.0,15.0,11005.653846153846,11005.5,11004.5,-0.2682926829268293,-2.0,0.20338092321520454
-1,5700,11006.0,11000.0,11012.0,11.0,11.0,12.0,11006.0,11004.5,11006.0,0.45,1.5,1.1900938956941125
