timestamp,buyer,seller,product,currency,price,quantity
2800,,,ASH_COATED_OSMIUM,XIRECS,9985.0,10
5200,,,ASH_COATED_OSMIUM,XIRECS,10004.0,6
5200,,,ASH_COATED_OSMIUM,XIRECS,9986.0,9
7500,,,ASH_COATED_OSMIUM,XIRECS,10003.0,6
9000,,,ASH_COATED_OSMIUM,XIRECS,10004.0,10
13000,,,ASH_COATED_OSMIUM,XIRECS,10005.0,2
14600,,,ASH_COATED_OSMIUM,XIRECS,10007.0,5
14900,,,ASH_COATED_OSMIUM,XIRECS,10007.0,5
16600,,,ASH_COATED_OSMIUM,XIRECS,9992.0,2
17200,,,ASH_COATED_OSMIUM,XIRECS,9994.0,5
18700,,,ASH_COATED_OSMIUM,XIRECS,9998.0,5
19300,,,ASH_COATED_OSMIUM,XIRECS,10008.0,3
20900,,,ASH_COATED_OSMIUM,XIRECS,9992.0,2
21500,,,ASH_COATED_OSMIUM,XIRECS,10008.0,6
23100,,,ASH_COATED_OSMIUM,XIRECS,10010.0,5
25300,,,ASH_COATED_OSMIUM,XIRECS,10008.0,6
25900,,,ASH_COATED_OSMIUM,XIRECS,10009.0,6
26300,,,ASH_COATED_OSMIUM,XIRECS,10008.0,9
35900,,,ASH_COATED_OSMIUM,XIRECS,9992.0,2
44700,,,ASH_COATED_OSMIUM,XIRECS,10008.0,5
46700,,,ASH_COATED_OSMIUM,XIRECS,9992.0,6
47600,,,ASH_COATED_OSMIUM,XIRECS,9993.0,4
50300,,,ASH_COATED_OSMIUM,XIRECS,10008.0,4
51200,,,ASH_COATED_OSMIUM,XIRECS,10006.0,7
51700,,,ASH_COATED_OSMIUM,XIRECS,10009.0,2
52800,,,ASH_COATED_OSMIUM,XIRECS,9990.0,5
54200,,,ASH_COATED_OSMIUM,XIRECS,10004.0,6
56500,,,ASH_COATED_OSMIUM,XIRECS,10005.0,6
57200,,,ASH_COATED_OSMIUM,XIRECS,10001.0,3
57700,,,ASH_COATED_OSMIUM,XIRECS,9996.0,8
