timestamp,buyer,seller,product,currency,price,quantity
2800,,,ASH_COATED_OSMIUM,XIRECS,9985.0,10
5200,,,ASH_COATED_OSMIUM,XIRECS,10004.0,6
5200,,,ASH_COATED_OSMIUM,XIRECS,9986.0,9
7500,,,ASH_COATED_OSMIUM,XIRECS,10003.0,6
9000,,,ASH_COATED_OSMIUM,XIRECS,10004.0,10
13000,,,ASH_COATED_OSMIUM,XIRECS,10005.0,2
14600,,,ASH_COATED_OSMIUM,XIRECS,10007.0,5
14900,,,ASH_COATED_OSMIUM,XIRECS,10007.0,5
16600,,,ASH_COATED_OSMIUM,XIRECS,9992.0,2
17200,,,ASH_COATED_OSMIUM,XIRECS,9994.0,5
18700,,,ASH_COATED_OSMIUM,XIRECS,9998.0,5
19300,,,ASH_COATED_OSMIUM,XIRECS,10008.0,3
20900,,,ASH_COATED_OSMIUM,XIRECS,9992.0,2
21500,,,ASH_COATED_OSMIUM,XIRECS,10008.0,6
23100,,,ASH_COATED_OSMIUM,XIRECS,10010.0,5
25300,,,ASH_COATED_OSMIUM,XIRECS,10008.0,6
25900,,,ASH_COATED_OSMIUM,XIRECS,10009.0,6
26300,,,ASH_COATED_OSMIUM,XIRECS,10008.0,9
35900,,,ASH_COATED_OSMIUM,XIRECS,9992.0,2
44700,,,ASH_COATED_OSMIUM,XIRECS,10008.0,5
46700,,,ASH_COATED_OSMIUM,XIRECS,9992.0,6
47600,,,ASH_COATED_OSMIUM,XIRECS,9993.0,4
50300,,,ASH_COATED_OSMIUM,XIRECS,10008.0,4
51200,,,ASH_COATED_OSMIUM,XIRECS,10006.0,7
51700,,,ASH_COATED_OSMIUM,XIRECS,10009.0,2
52800,,,ASH_COATED_OSMIUM,XIRECS,9990.0,5
54200,,,ASH_COATED_OSMIUM,XIRECS,10004.0,6
56500,,,ASH_COATED_OSMIUM,XIRECS,10005.0,6
57200,,,ASH_COATED_OSMIUM,XIRECS,10001.0,3
57700,,,ASH_COATED_OSMIUM,XIRECS,9996.0,8
58000,,,ASH_COATED_OSMIUM,XIRECS,10006.0,3
62000,,,ASH_COATED_OSMIUM,XIRECS,9989.0,3
62400,,,ASH_COATED_OSMIUM,XIRECS,9991.0,2
69900,,,ASH_COATED_OSMIUM,XIRECS,9991.0,8
71300,,,ASH_COATED_OSMIUM,XIRECS,10007.0,6
74000,,,ASH_COATED_OSMIUM,XIRECS,9993.0,3
74200,,,ASH_COATED_OSMIUM,XIRECS,9991.0,2
75700,,,ASH_COATED_OSMIUM,XIRECS,10010.0,4
76600,,,ASH_COATED_OSMIUM,XIRECS,10010.0,4
76900,,,ASH_COATED_OSMIUM,XIRECS,10010.0,4
77300,,,ASH_COATED_OSMIUM,XIRECS,9993.0,5
78000,,,ASH_COATED_OSMIUM,XIRECS,10011.0,2
88400,,,ASH_COATED_OSMIUM,XIRECS,10010.0,4
89700,,,ASH_COATED_OSMIUM,XIRECS,10013.0,8
98200,,,ASH_COATED_OSMIUM,XIRECS,10007.0,9
100500,,,ASH_COATED_OSMIUM,XIRECS,9990.0,5
101100,,,ASH_COATED_OSMIUM,XIRECS,9990.0,2
101900,,,ASH_COATED_OSMIUM,XIRECS,10006.0,6
102000,,,ASH_COATED_OSMIUM,XIRECS,9988.0,2
103000,,,ASH_COATED_OSMIUM,XIRECS,9992.0,5
104800,,,ASH_COATED_OSMIUM,XIRECS,9992.0,6
117400,,,ASH_COATED_OSMIUM,XIRECS,10007.0,9
118100,,,ASH_COATED_OSMIUM,XIRECS,9991.0,3
123500,,,ASH_COATED_OSMIUM,XIRECS,10008.0,6
125500,,,ASH_COATED_OSMIUM,XIRECS,9988.0,10
126600,,,ASH_COATED_OSMIUM,XIRECS,9988.0,6
128900,,,ASH_COATED_OSMIUM,XIRECS,9987.0,3
130100,,,ASH_COATED_OSMIUM,XIRECS,9986.0,2
130400,,,ASH_COATED_OSMIUM,XIRECS,10002.0,6
131300,,,ASH_COATED_OSMIUM,XIRECS,10003.0,10
132100,,,ASH_COATED_OSMIUM,XIRECS,9988.0,3
137700,,,ASH_COATED_OSMIUM,XIRECS,9989.0,3
141100,,,ASH_COATED_OSMIUM,XIRECS,9991.0,3
145800,,,ASH_COATED_OSMIUM,XIRECS,10009.0,10
145900,,,ASH_COATED_OSMIUM,XIRECS,10012.0,9
146600,,,ASH_COATED_OSMIUM,XIRECS,9994.0,2
146700,,,ASH_COATED_OSMIUM,XIRECS,10009.0,7
147300,,,ASH_COATED_OSMIUM,XIRECS,9993.0,6
148400,,,ASH_COATED_OSMIUM,XIRECS,9994.0,6
149000,,,ASH_COATED_OSMIUM,XIRECS,10009.0,3
152000,,,ASH_COATED_OSMIUM,XIRECS,9992.0,2
153700,,,ASH_COATED_OSMIUM,XIRECS,9994.0,5
160700,,,ASH_COATED_OSMIUM,XIRECS,10008.0,7
161400,,,ASH_COATED_OSMIUM,XIRECS,10009.0,9
161900,,,ASH_COATED_OSMIUM,XIRECS,9993.0,6
169400,,,ASH_COATED_OSMIUM,XIRECS,9989.0,2
175500,,,ASH_COATED_OSMIUM,XIRECS,9993.0,6
176900,,,ASH_COATED_OSMIUM,XIRECS,9992.0,2
182500,,,ASH_COATED_OSMIUM,XIRECS,9994.0,10
184500,,,ASH_COATED_OSMIUM,XIRECS,10011.0,6
191400,,,ASH_COATED_OSMIUM,XIRECS,9996.0,6
191600,,,ASH_COATED_OSMIUM,XIRECS,9996.0,6
193500,,,ASH_COATED_OSMIUM,XIRECS,10002.0,3
193700,,,ASH_COATED_OSMIUM,XIRECS,9994.0,3
203200,,,ASH_COATED_OSMIUM,XIRECS,9991.0,6
206100,,,ASH_COATED_OSMIUM,XIRECS,10009.0,4
207700,,,ASH_COATED_OSMIUM,XIRECS,9990.0,5
208500,,,ASH_COATED_OSMIUM,XIRECS,10009.0,4
216000,,,ASH_COATED_OSMIUM,XIRECS,10008.0,4
218000,,,ASH_COATED_OSMIUM,XIRECS,9995.0,3
218600,,,ASH_COATED_OSMIUM,XIRECS,10010.0,4
219900,,,ASH_COATED_OSMIUM,XIRECS,9991.0,6
221000,,,ASH_COATED_OSMIUM,XIRECS,9995.0,8
221700,,,ASH_COATED_OSMIUM,XIRECS,10011.0,10
222000,,,ASH_COATED_OSMIUM,XIRECS,10011.0,4
228800,,,ASH_COATED_OSMIUM,XIRECS,9993.0,3
232900,,,ASH_COATED_OSMIUM,XIRECS,10011.0,3
235800,,,ASH_COATED_OSMIUM,XIRECS,10013.0,3
236300,,,ASH_COATED_OSMIUM,XIRECS,10010.0,4
239500,,,ASH_COATED_OSMIUM,XIRECS,10011.0,7
240800,,,ASH_COATED_OSMIUM,XIRECS,10012.0,6
241800,,,ASH_COATED_OSMIUM,XIRECS,10010.0,3
244200,,,ASH_COATED_OSMIUM,XIRECS,10010.0,5
245100,,,ASH_COATED_OSMIUM,XIRECS,10012.0,7
245800,,,ASH_COATED_OSMIUM,XIRECS,10009.0,6
246400,,,ASH_COATED_OSMIUM,XIRECS,10010.0,4
250800,,,ASH_COATED_OSMIUM,XIRECS,9992.0,5
251100,,,ASH_COATED_OSMIUM,XIRECS,10001.0,3
251700,,,ASH_COATED_OSMIUM,XIRECS,9992.0,10
253300,,,ASH_COATED_OSMIUM,XIRECS,9992.0,7
262200,,,ASH_COATED_OSMIUM,XIRECS,9994.0,2
262300,,,ASH_COATED_OSMIUM,XIRECS,10010.0,3
