day,timestamp,product,mid_price,profit_and_loss,bid_price_1,bid_volume_1,ask_price_1,ask_volume_1,bid_price_2,bid_volume_2,ask_price_2,ask_volume_2,bid_price_3,bid_volume_3,ask_price_3,ask_volume_3
0,0,ASH_COATED_OSMIUM,10001.5,0.0,9992,23,10011,13,,,,,,,,
0,100,ASH_COATED_OSMIUM,10004.0,0.0,9995,15,10013,21,9992,21,,,,,,
0,200,ASH_COATED_OSMIUM,10003.5,0.0,9994,14,10013,21,9992,21,,,,,,
0,300,ASH_COATED_OSMIUM,10005.0,0.0,10000,4,10010,15,9994,15,10013,26,9992,26,,
0,400,ASH_COATED_OSMIUM,10002.0,0.0,9994,10,10010,10,9991,26,10012,26,,,,
0,500,ASH_COATED_OSMIUM,10002.0,0.0,9994,13,10010,13,9991,23,10012,23,,,,
0,600,ASH_COATED_OSMIUM,10002.0,0.0,9994,15,10010,15,,,,,,,,
0,700,ASH_COATED_OSMIUM,9994.0,0.0,9994,11,,,,,,,,,,
0,800,ASH_COATED_OSMIUM,10000.0,0.0,9991,24,10009,13,,,10012,24,,,,
0,900,ASH_COATED_OSMIUM,10000.0,0.0,9992,12,10008,12,9990,20,10011,20,,,,
0,1000,ASH_COATED_OSMIUM,10002.0,0.0,9993,14,10011,30,9990,30,,,,,,
0,1100,ASH_COATED_OSMIUM,10009.0,20.044921875,,,10009,15,,,10011,21,,,,
0,1200,ASH_COATED_OSMIUM,10009.0,21.029296875,,,10009,10,,,10012,22,,,,
0,1300,ASH_COATED_OSMIUM,10001.0,21.11328125,9993,11,10009,11,9991,25,10012,25,,,,
0,1400,ASH_COATED_OSMIUM,10001.0,20.51953125,9993,13,10009,13,9990,23,10011,23,,,,
0,1500,ASH_COATED_OSMIUM,10000.0,19.44140625,9992,10,10008,10,9990,20,10011,20,,,,
0,1600,ASH_COATED_OSMIUM,10001.5,18.017578125,9992,11,10011,28,,,,,,,,
0,1700,ASH_COATED_OSMIUM,10000.0,18.40625,9992,12,10008,12,9990,28,10011,28,,,,
0,1800,ASH_COATED_OSMIUM,10000.0,17.94140625,9992,13,10008,13,9989,23,10010,23,,,,
0,1900,ASH_COATED_OSMIUM,9999.0,19.40234375,9990,30,10008,14,,,10011,30,,,,
0,2000,ASH_COATED_OSMIUM,10001.0,21.486328125,9993,15,10009,15,9991,21,,,,,,
0,2100,ASH_COATED_OSMIUM,10000.0,21.52734375,9991,26,10009,13,,,10012,26,,,,
0,2200,ASH_COATED_OSMIUM,9993.0,21.310546875,9993,11,,,9991,20,,,,,,
0,2300,ASH_COATED_OSMIUM,10001.0,21.4453125,9993,11,10009,11,,,,,,,,
0,2400,ASH_COATED_OSMIUM,10001.0,21.828125,9993,13,10009,13,9991,20,10012,20,,,,
0,2500,ASH_COATED_OSMIUM,10001.0,22.3671875,9993,11,10009,11,,,10012,21,,,,
0,2600,ASH_COATED_OSMIUM,10000.0,21.94921875,9991,29,10009,10,,,10012,29,,,,
0,2700,ASH_COATED_OSMIUM,10002.5,22.32421875,9993,10,10012,21,9991,21,,,,,,
0,2800,ASH_COATED_OSMIUM,10001.0,22.328125,9993,14,10009,14,9991,27,,,,,,
0,2900,ASH_COATED_OSMIUM,10001.0,21.4765625,9993,12,10009,12,9991,20,10012,20,,,,
0,3000,ASH_COATED_OSMIUM,10001.0,21.744140625,9993,11,10009,11,9991,29,10012,29,,,,
