day,timestamp,tte_days,tte_years,S,hydrogel,V_4000,intrinsic_4000,time_value_4000,moneyness_4000,log_moneyness_4000,iv_4000,V_4500,intrinsic_4500,time_value_4500,moneyness_4500,log_moneyness_4500,iv_4500,V_5000,intrinsic_5000,time_value_5000,moneyness_5000,log_moneyness_5000,iv_5000,V_5100,intrinsic_5100,time_value_5100,moneyness_5100,log_moneyness_5100,iv_5100,V_5200,intrinsic_5200,time_value_5200,moneyness_5200,log_moneyness_5200,iv_5200,V_5300,intrinsic_5300,time_value_5300,moneyness_5300,log_moneyness_5300,iv_5300,V_5400,intrinsic_5400,time_value_5400,moneyness_5400,log_moneyness_5400,iv_5400,V_5500,intrinsic_5500,time_value_5500,moneyness_5500,log_moneyness_5500,iv_5500,V_6000,intrinsic_6000,time_value_6000,moneyness_6000,log_moneyness_6000,iv_6000,V_6500,intrinsic_6500,time_value_6500,moneyness_6500,log_moneyness_6500,iv_6500
0,0,8.0,0.02191781,5250.0,10000.0,1250.0,1250.0,0.0,1.3125,0.27193372,0.0,750.0,750.0,0.0,1.16666667,0.15415068,0.0,257.0,250.0,7.0,1.05,0.04879016,0.23932915,171.5,150.0,21.5,1.02941176,0.02898754,0.24005219,101.5,50.0,51.5,1.00961538,0.00956945,0.23922857,53.0,0.0,53.0,0.99056604,-0.00947874,0.2419514,23.0,0.0,23.0,0.97222222,-0.02817088,0.23988128,8.5,0.0,8.5,0.95454545,-0.04652002,0.23983891,0.5,0.0,0.5,0.875,-0.13353139,0.35341108,0.5,0.0,0.5,0.80769231,-0.2135741,0.53545446
0,100,7.99,0.02189041,5250.5,10000.0,1250.5,1250.5,0.0,1.312625,0.27202895,0.0,751.0,750.5,0.5,1.16677778,0.15424591,0.40847598,258.0,250.5,7.5,1.0501,0.0488854,0.24402884,172.0,150.5,21.5,1.0295098,0.02908277,0.24066415,102.5,50.5,52.0,1.00971154,0.00966468,0.24171028,53.0,0.0,53.0,0.99066038,-0.00938351,0.24143272,23.5,0.0,23.5,0.97231481,-0.02807564,0.24172522,8.5,0.0,8.5,0.95463636,-0.04642478,0.239624,0.5,0.0,0.5,0.87508333,-0.13343616,0.35340603,0.5,0.0,0.5,0.80776923,-0.21347887,0.53557227
0,200,7.98,0.02186301,5250.5,10003.0,1250.5,1250.5,0.0,1.312625,0.27202895,0.0,750.0,750.5,-0.5,1.16677778,0.15424591,,257.0,250.5,6.5,1.0501,0.0488854,0.23562763,172.0,150.5,21.5,1.0295098,0.02908277,0.24081489,102.5,50.5,52.0,1.00971154,0.00966468,0.24186168,53.0,0.0,53.0,0.99066038,-0.00938351,0.24158395,23.5,0.0,23.5,0.97231481,-0.02807564,0.24187663,8.5,0.0,8.5,0.95463636,-0.04642478,0.2397741,0.5,0.0,0.5,0.87508333,-0.13343616,0.35362739,0.5,0.0,0.5,0.80776923,-0.21347887,0.53590774
0,300,7.97,0.02183562,5250.5,10002.0,1250.5,1250.5,0.0,1.312625,0.27202895,0.0,750.0,750.5,-0.5,1.16677778,0.15424591,,257.5,250.5,7.0,1.0501,0.0488854,0.24012753,172.0,150.5,21.5,1.0295098,0.02908277,0.24096592,102.5,50.5,52.0,1.00971154,0.00966468,0.24201336,53.0,0.0,53.0,0.99066038,-0.00938351,0.24173546,23.5,0.0,23.5,0.97231481,-0.02807564,0.24202833,8.5,0.0,8.5,0.95463636,-0.04642478,0.23992447,0.5,0.0,0.5,0.87508333,-0.13343616,0.35384917,0.5,0.0,0.5,0.80776923,-0.21347887,0.53624383
0,400,7.96,0.02180822,5250.5,10003.0,1250.5,1250.5,0.0,1.312625,0.27202895,0.0,750.0,750.5,-0.5,1.16677778,0.15424591,,257.0,250.5,6.5,1.0501,0.0488854,0.23592346,172.0,150.5,21.5,1.0295098,0.02908277,0.24111724,102.5,50.5,52.0,1.00971154,0.00966468,0.24216533,53.0,0.0,53.0,0.99066038,-0.00938351,0.24188726,23.5,0.0,23.5,0.97231481,-0.02807564,0.24218031,8.5,0.0,8.5,0.95463636,-0.04642478,0.24007513,0.5,0.0,0.5,0.87508333,-0.13343616,0.35407137,0.5,0.0,0.5,0.80776923,-0.21347887,0.53658056
0,500,7.95,0.02178082,5249.5,10000.0,1249.5,1249.5,0.0,1.312375,0.27183847,0.0,749.0,749.5,-0.5,1.16655556,0.15405544,,257.0,249.5,7.5,1.0499,0.04869492,0.24393669,171.5,149.5,22.0,1.02931373,0.02889229,0.24262276,101.5,49.5,52.0,1.00951923,0.00947421,0.24101197,52.0,0.0,52.0,0.9904717,-0.00957399,0.24004333,23.0,0.0,23.0,0.97212963,-0.02826612,0.24111289,8.5,0.0,8.5,0.95445455,-0.04661526,0.24095773,0.5,0.0,0.5,0.87491667,-0.13362664,0.35474741,0.5,0.0,0.5,0.80761538,-0.21366934,0.53735336
0,600,7.94,0.02175342,5248.5,10002.0,1248.5,1248.5,0.0,1.312125,0.27164796,0.0,748.0,748.5,-0.5,1.16633333,0.15386492,,256.0,248.5,7.5,1.0497,0.04850441,0.24338393,170.5,148.5,22.0,1.02911765,0.02870178,0.24184339,100.5,48.5,52.0,1.00932692,0.0092837,0.23985332,52.0,0.0,52.0,0.99028302,-0.0097645,0.24153078,23.0,0.0,23.0,0.97194444,-0.02845663,0.24222143,8.5,0.0,8.5,0.95427273,-0.04680577,0.24184121,0.5,0.0,0.5,0.87475,-0.13381715,0.35542448,0.5,0.0,0.5,0.80746154,-0.21385986,0.5381274
0,700,7.93,0.02172603,5248.5,10003.0,1248.5,1248.5,0.0,1.312125,0.27164796,0.0,748.0,748.5,-0.5,1.16633333,0.15386492,,256.0,248.5,7.5,1.0497,0.04850441,0.24353733,170.5,148.5,22.0,1.02911765,0.02870178,0.24199583,100.5,48.5,52.0,1.00932692,0.0092837,0.2400045,52.0,0.0,52.0,0.99028302,-0.0097645,0.24168302,23.0,0.0,23.0,0.97194444,-0.02845663,0.24237411,8.5,0.0,8.5,0.95427273,-0.04680577,0.24199365,0.5,0.0,0.5,0.87475,-0.13381715,0.35564851,0.5,0.0,0.5,0.80746154,-0.21385986,0.53846659
0,800,7.92,0.02169863,5247.5,10003.0,1247.5,1247.5,0.0,1.311875,0.27145741,0.0,747.0,747.5,-0.5,1.16611111,0.15367438,,255.0,247.5,7.5,1.0495,0.04831386,0.24298321,169.5,147.5,22.0,1.02892157,0.02851123,0.24121388,100.5,47.5,53.0,1.00913462,0.00909315,0.24220714,51.5,0.0,51.5,0.99009434,-0.00995505,0.24149268,22.5,0.0,22.5,0.97175926,-0.02864718,0.24127842,8.5,0.0,8.5,0.95409091,-0.04699632,0.24287878,0.5,0.0,0.5,0.87458333,-0.1340077,0.35632732,0.5,0.0,0.5,0.80730769,-0.2140504,0.5392428
0,900,7.91,0.02167123,5246.5,10005.0,1246.5,1246.5,0.0,1.311625,0.27126683,0.0,746.0,746.5,-0.5,1.16588889,0.15348379,,254.0,246.5,7.5,1.0493,0.04812328,0.24242788,169.0,146.5,22.5,1.02872549,0.02832065,0.24269012,99.5,46.5,53.0,1.00894231,0.00890256,0.24103618,51.0,0.0,51.0,0.98990566,-0.01014563,0.24129411,22.5,0.0,22.5,0.97157407,-0.02883777,0.24238345,8.5,0.0,8.5,0.95390909,-0.0471869,0.24376481,0.5,0.0,0.5,0.87441667,-0.13419828,0.35700716,0.5,0.0,0.5,0.80715385,-0.21424099,0.54002026
