ts;day;side;qty;price;counterparty;mid_pre;mid_post_5;mid_post_20;mid_post_100;mid_post_500;spread_pre;imb1_pre;imb2_pre;imb3_pre;depth_bid_pre;depth_ask_pre;microprice_pre;inventory_day_pre;inventory_day;inventory_cum_pre;inventory_cum;trades_since_last_5;trades_since_last_20;trades_since_last_100;trades_other_mark_since_last_5;trades_other_mark_since_last_20;trades_other_mark_since_last_100;recent_ret_5;recent_ret_20;recent_ret_100;realised_vol_100;aggressor;adverse_select_5;adverse_select_20;adverse_select_100
6100;1;buy;3;5255.0;Mark 01;5253.5;5250.5;5247.5;5231.5;5245.5;5.0;0.4667;0.0;0.0;66.0;66.0;5254.666666666667;0;3;0;3;0;0;0;0;0;0;0.5;1.5;;1.0128000241355097;ambiguous;-4.5;-7.5;-23.5
9400;1;buy;8;5244.0;Mark 49;5246.0;5245.0;5243.5;5228.5;5247.0;6.0;0.0;0.0;0.0;61.0;61.0;5246.0;3;11;3;11;0;0;1;0;0;0;0.5;-0.5;;1.0185866621447708;ambiguous;1.0;-0.5;-15.5
14300;1;buy;6;5238.0;Mark 01;5235.5;5234.5;5230.0;5234.5;5242.5;5.0;0.5052;0.0;0.0;73.0;73.0;5236.762886597938;11;17;11;17;0;0;2;0;0;1;-3.0;-6.0;-17.0;1.1127398530717874;buy;-3.5;-8.0;-3.5
14800;1;sell;6;5232.0;Mark 01;5234.5;5233.5;5230.5;5233.5;5242.5;5.0;-0.5949;0.0;0.0;63.0;63.0;5233.012658227848;17;11;17;11;1;1;3;0;0;1;-1.0;-4.0;-17.0;1.101334397611233;sell;-1.5;1.5;-1.5
19300;1;sell;5;5226.0;Mark 14;5228.5;5228.5;5228.5;5239.5;5245.5;5.0;0.5;0.0;0.0;57.0;57.0;5229.75;11;6;11;6;0;0;3;0;1;2;1.0;-3.0;-17.5;1.2518937802126051;sell;-2.5;-2.5;-13.5
20200;1;sell;5;5224.0;Mark 14;5226.5;5227.5;5227.5;5237.5;5241.5;5.0;0.6;0.0;0.0;60.0;60.0;5228.0;6;1;6;1;0;1;3;0;0;2;-3.0;-5.0;-17.0;1.1979815013529715;sell;-3.5;-3.5;-13.5
29300;1;sell;4;5237.0;Mark 14;5239.5;5241.5;5232.0;5234.5;5239.5;5.0;0.4483;0.0;0.0;63.0;63.0;5240.620689655172;1;-3;1;-3;0;0;2;0;0;0;-3.0;4.0;11.0;1.2979306676234101;sell;-4.5;5.0;2.5
31700;1;buy;4;5237.0;Mark 01;5232.5;5236.0;5235.5;5228.0;5237.0;5.0;0.6;0.0;0.0;64.0;64.0;5234.0;-3;1;-3;1;0;0;1;0;0;0;-0.5;-9.0;4.5;1.3297127150251444;buy;-1.0;-1.5;-9.0
32600;1;buy;5;5240.0;Mark 01;5237.5;5240.0;5235.0;5230.5;5237.5;5.0;0.0;0.0;0.0;57.0;57.0;5237.5;1;6;1;6;0;1;2;0;0;0;3.0;1.0;5.5;1.3350157735399417;buy;0.0;-5.0;-9.5
36500;1;sell;7;5232.0;Mark 22;5233.5;5230.5;5231.5;5246.5;5236.5;5.0;0.0;0.0;0.0;54.0;54.0;5233.5;6;-1;6;-1;0;0;3;0;0;1;0.0;-1.0;4.0;1.2323025333582045;ambiguous;1.5;0.5;-14.5
38700;1;sell;8;5228.0;Mark 01;5232.5;5234.5;5232.0;5245.5;5242.0;5.0;0.0;0.0;0.0;67.0;67.0;5232.5;-1;-9;-1;-9;0;0;4;0;0;1;-0.5;-0.5;-9.5;1.242506361743703;sell;-6.5;-4.0;-17.5
39800;1;sell;4;5232.0;Mark 01;5235.0;5233.0;5229.5;5246.5;5243.5;6.0;0.0;0.0;0.0;53.0;53.0;5235.0;-9;-13;-9;-13;0;1;4;2;2;3;0.5;3.5;-6.5;1.232240434376935;sell;-1.0;2.5;-14.5
43600;1;sell;4;5229.0;Mark 01;5229.5;5236.0;5242.0;5243.5;5243.5;5.0;0.5556;0.0;0.0;56.0;56.0;5230.888888888889;-13;-17;-13;-17;0;0;3;0;0;2;-2.0;3.5;-7.0;1.2851327428393076;ambiguous;-7.0;-13.0;-14.5
47700;1;sell;4;5243.0;Mark 01;5246.5;5244.5;5245.5;5247.5;5243.0;5.0;0.6104;0.0;0.0;62.0;62.0;5248.025974025974;-17;-21;-17;-21;0;0;3;0;0;3;1.0;2.0;15.0;1.3585764709975694;sell;-1.5;-2.5;-4.5
48900;1;sell;6;5241.0;Mark 01;5245.5;5243.5;5243.0;5245.5;5246.5;3.0;-0.7143;0.0769;0.0769;56.0;48.0;5244.428571428572;-21;-27;-21;-27;0;1;3;0;0;3;0.0;0.0;11.5;1.342446663591253;sell;-2.5;-2.0;-4.5
49800;1;sell;3;5244.0;Mark 01;5245.5;5246.0;5247.5;5247.0;5247.5;5.0;0.0;0.0;0.0;63.0;63.0;5245.5;-27;-30;-27;-30;0;1;4;0;0;1;2.0;-1.0;10.5;1.328158000049159;ambiguous;-2.0;-3.5;-3.0
51700;1;sell;4;5243.0;Mark 14;5244.5;5246.5;5245.5;5245.5;5248.5;5.0;-0.5789;0.0;0.0;60.0;60.0;5243.0526315789475;-30;-34;-30;-34;0;1;4;0;0;1;-1.0;-1.0;16.5;1.2512619892159138;ambiguous;-3.5;-2.5;-2.5
59600;1;sell;4;5244.0;Mark 14;5246.5;5246.5;5245.5;5244.5;5270.5;5.0;0.0;0.0;0.0;72.0;72.0;5246.5;-34;-38;-34;-38;0;0;2;0;0;0;0.0;0.0;2.0;1.1610670638962273;sell;-2.5;-1.5;-0.5
60300;1;sell;5;5245.0;Mark 14;5247.5;5246.5;5243.5;5242.5;5267.5;5.0;0.0;0.0;0.0;52.0;52.0;5247.5;-38;-43;-38;-43;0;1;2;0;0;0;0.5;2.0;1.5;1.1622308430766732;sell;-1.5;1.5;2.5
62100;1;sell;6;5243.0;Mark 14;5244.5;5243.5;5241.5;5243.5;5263.5;5.0;0.5526;0.0;0.0;59.0;59.0;5245.881578947368;-43;-49;-43;-49;0;1;2;0;0;0;-1.0;-2.0;-2.0;1.134667645726512;ambiguous;-0.5;1.5;-0.5
63200;1;sell;8;5240.0;Mark 14;5242.0;5243.5;5244.5;5237.5;5260.0;6.0;0.0;0.0;0.0;61.0;61.0;5242.0;-49;-57;-49;-57;0;1;3;0;0;0;-1.0;-4.5;-3.5;1.112946143098127;ambiguous;-3.5;-4.5;2.5
64200;1;buy;6;5245.0;Mark 14;5241.5;5243.5;5242.0;5237.0;5264.5;5.0;0.0;0.0;0.0;53.0;53.0;5241.5;-57;-51;-57;-51;0;1;4;0;0;0;-2.0;-2.0;-5.0;0.9679065963549488;buy;-1.5;-3.0;-8.0
65700;1;sell;8;5240.0;Mark 14;5243.5;5242.0;5248.5;5237.5;5256.5;3.0;-0.4615;-0.358;0.0598;62.0;55.0;5242.807692307692;-51;-59;-51;-59;0;1;5;0;0;0;-1.0;0.0;-2.0;0.9997959183652217;sell;-2.0;-8.5;2.5
67700;1;buy;4;5250.0;Mark 14;5246.5;5246.5;5244.5;5237.5;5257.5;5.0;0.0;0.0;0.0;55.0;55.0;5246.5;-59;-55;-59;-55;0;1;6;0;0;0;0.0;4.0;-1.0;1.1168584140658504;buy;-3.5;-5.5;-12.5
73400;1;buy;6;5236.0;Mark 49;5238.0;5235.5;5239.5;5235.5;5264.5;6.0;0.0;0.0;0.0;46.0;46.0;5238.0;-55;-49;-55;-49;0;0;3;0;0;0;0.5;-2.5;-5.5;1.1974064753105356;ambiguous;-0.5;3.5;-0.5
74300;1;buy;6;5238.0;Mark 14;5237.0;5240.0;5239.5;5232.5;5262.0;6.0;0.0;0.0;0.0;55.0;55.0;5237.0;-49;-43;-49;-43;0;1;3;0;1;1;2.0;-6.5;-5.5;1.2037166536469932;ambiguous;2.0;1.5;-5.5
74400;1;sell;4;5235.0;Mark 14;5235.5;5239.5;5237.5;5232.5;5261.5;5.0;0.0;0.0;0.0;57.0;57.0;5235.5;-43;-47;-43;-47;1;2;4;0;1;1;0.0;-6.0;-9.0;1.1941854845598807;ambiguous;-4.5;-2.5;2.5
77300;1;buy;8;5241.0;Mark 14;5238.5;5236.5;5239.5;5239.5;5264.5;5.0;-0.4458;0.0;0.0;60.0;60.0;5237.385542168675;-47;-39;-47;-39;0;0;4;0;0;1;2.0;-2.0;-6.0;1.172652883084203;buy;-4.5;-1.5;-1.5
82300;1;sell;3;5235.0;Mark 01;5237.5;5235.5;5232.5;5242.5;5264.0;5.0;0.4048;0.0;0.0;59.0;59.0;5238.511904761905;-39;-42;-39;-42;0;0;4;0;0;2;0.0;0.0;-6.0;1.1748043621200077;sell;-0.5;2.5;-7.5
83200;1;buy;7;5237.0;Mark 01;5233.5;5235.0;5234.5;5244.5;5263.5;5.0;-0.5696;0.0;0.0;62.0;62.0;5232.0759493670885;-42;-35;-42;-35;0;1;5;0;0;2;-3.0;-3.0;-4.0;1.156179636519718;buy;-2.0;-2.5;7.5
87900;1;sell;3;5239.0;Mark 14;5241.5;5242.5;5243.0;5242.5;5257.5;5.0;0.0;0.0;0.0;49.0;49.0;5241.5;-35;-38;-35;-38;0;0;2;0;0;2;1.0;6.0;5.0;1.1448059018911438;sell;-3.5;-4.0;-3.5
91100;1;buy;6;5244.0;Mark 14;5242.5;5241.5;5244.0;5248.5;5258.5;5.0;0.0;0.0;0.0;54.0;54.0;5242.5;-38;-32;-38;-32;0;0;3;0;0;2;-1.0;0.0;6.0;1.0642793532627846;ambiguous;-2.5;0.0;4.5
92000;1;buy;8;5243.0;Mark 14;5240.5;5243.5;5245.5;5244.0;5259.5;5.0;0.4943;0.0;0.0;65.0;65.0;5241.735632183908;-32;-24;-32;-24;0;1;4;0;0;2;-0.5;-2.0;3.0;1.053656887922043;buy;0.5;2.5;1.0
93700;1;buy;6;5246.0;Mark 01;5243.5;5245.5;5241.5;5246.5;5264.0;5.0;-0.4769;0.0;0.0;48.0;48.0;5242.307692307692;-24;-18;-24;-18;0;1;3;0;0;2;-1.0;3.0;8.5;1.0848832829285362;buy;-0.5;-4.5;0.5
93800;1;buy;7;5246.0;Mark 01;5243.5;5243.5;5241.5;5247.5;5264.0;5.0;-0.6104;0.0;0.0;62.0;62.0;5241.974025974026;-18;-11;-18;-11;1;2;4;0;0;2;1.0;2.0;8.0;1.0841071145852224;buy;-2.5;-4.5;1.5
100500;1;buy;4;5248.0;Mark 14;5246.5;5248.0;5245.5;5267.5;5265.5;5.0;-0.45;0.0;0.0;58.0;58.0;5245.375;-11;-7;-11;-7;0;0;4;0;0;0;-2.0;1.0;2.0;1.1099167134082581;ambiguous;0.0;-2.5;19.5
104400;1;buy;6;5252.0;Mark 14;5249.5;5250.5;5259.0;5265.5;5254.5;5.0;-0.4945;0.0;0.0;68.0;68.0;5248.263736263736;-7;-1;-7;-1;0;0;1;0;0;0;2.0;4.0;6.0;1.0969948096907849;buy;-1.5;7.0;13.5
107900;1;buy;3;5267.0;Mark 01;5263.5;5264.0;5270.5;5257.5;5255.0;5.0;-0.6;0.0;0.0;60.0;60.0;5262.0;-1;2;-1;2;0;0;2;0;0;0;0.0;6.0;21.0;1.0919607725289242;buy;-3.0;3.5;-9.5
110100;1;sell;4;5265.0;Mark 01;5270.0;5266.5;5263.5;5258.5;5252.5;6.0;0.0;0.0;0.0;54.0;54.0;5270.0;2;-2;2;-2;0;0;3;0;1;1;-0.5;8.5;22.0;1.1106059457696507;sell;-1.5;1.5;6.5
112000;1;sell;3;5260.0;Mark 14;5262.5;5264.5;5264.5;5263.5;5254.5;5.0;0.52;0.0;0.0;57.0;57.0;5263.8;-2;-5;-2;-5;0;1;3;0;0;1;-2.0;-7.5;18.5;1.1339255551291907;sell;-4.5;-4.5;-3.5
118800;1;sell;3;5257.0;Mark 14;5258.5;5258.0;5260.5;5264.5;5249.5;5.0;0.5263;0.0;0.0;58.0;58.0;5259.815789473684;-5;-8;-5;-8;0;0;2;0;0;1;3.0;2.5;-8.0;1.1757376165475881;ambiguous;-1.0;-3.5;-7.5
123300;1;sell;7;5262.0;Mark 01;5264.5;5264.5;5263.5;5264.0;5249.0;5.0;0.0;0.0;0.0;62.0;62.0;5264.5;-8;-15;-8;-15;0;0;1;0;0;0;1.0;2.5;3.0;1.1673551687429227;sell;-2.5;-1.5;-2.0
125600;1;buy;3;5265.0;Mark 14;5263.0;5263.5;5266.5;5260.5;5246.5;6.0;0.0;0.0;0.0;61.0;61.0;5263.0;-15;-12;-15;-12;0;0;2;0;0;0;-1.5;-2.5;5.5;1.0466128361202924;ambiguous;-1.5;1.5;-4.5
131300;1;sell;5;5265.0;Mark 49;5266.0;5264.0;5264.0;5258.5;5247.5;6.0;0.0;0.0;0.0;67.0;67.0;5266.0;-12;-17;-12;-17;0;0;2;0;0;0;2.5;2.5;4.0;0.9657696142778893;ambiguous;1.0;1.0;6.5
131800;1;sell;5;5261.0;Mark 01;5263.0;5264.0;5267.5;5259.5;5244.5;6.0;0.0;0.0;0.0;72.0;72.0;5263.0;-17;-22;-17;-22;1;1;3;0;0;0;-3.5;-1.5;-3.5;0.9272870314250693;ambiguous;-3.0;-6.5;1.5
134000;1;sell;8;5264.0;Mark 14;5267.0;5261.5;5262.5;5262.0;5242.5;6.0;0.0;0.0;0.0;59.0;59.0;5267.0;-22;-30;-22;-30;0;0;3;0;1;1;1.5;4.5;3.5;0.9981106526897475;sell;2.5;1.5;2.0
135200;1;buy;8;5264.0;Mark 01;5263.5;5261.0;5260.0;5260.5;5241.5;3.0;-0.7231;0.0744;0.0744;65.0;56.0;5262.415384615385;-30;-22;-30;-22;0;1;4;0;0;1;2.0;0.0;-1.5;1.0036663734351028;ambiguous;-3.0;-4.0;-3.5
135500;1;sell;7;5257.0;Mark 14;5258.5;5262.5;5259.5;5261.5;5236.5;5.0;0.4848;0.0;0.0;49.0;49.0;5259.712121212121;-22;-29;-22;-29;1;2;5;0;0;1;-3.0;-7.0;-4.5;1.0325287901455042;ambiguous;-5.5;-2.5;-4.5
138000;1;sell;7;5254.0;Mark 01;5257.5;5257.5;5258.5;5267.5;5231.5;5.0;0.0;0.0;0.0;56.0;56.0;5257.5;-29;-36;-29;-36;0;0;5;0;0;1;-2.0;-5.0;-8.0;1.151869518395833;sell;-3.5;-4.5;-13.5
140000;1;buy;5;5261.0;Mark 14;5257.5;5255.5;5259.5;5267.0;5238.5;5.0;0.575;0.0;0.0;63.0;63.0;5258.9375;-36;-31;-36;-31;0;1;6;1;1;2;0.5;1.0;-4.0;1.2384349191106345;buy;-5.5;-1.5;6.0
