ts;day;side;qty;price;counterparty;mid_pre;mid_post_5;mid_post_20;mid_post_100;mid_post_500;spread_pre;imb1_pre;imb2_pre;imb3_pre;depth_bid_pre;depth_ask_pre;microprice_pre;inventory_day_pre;inventory_day;inventory_cum_pre;inventory_cum;trades_since_last_5;trades_since_last_20;trades_since_last_100;trades_other_mark_since_last_5;trades_other_mark_since_last_20;trades_other_mark_since_last_100;recent_ret_5;recent_ret_20;recent_ret_100;realised_vol_100;aggressor;adverse_select_5;adverse_select_20;adverse_select_100
17400;1;sell;8;5230.0;Mark 67;5231.5;5233.0;5228.5;5236.5;5248.5;5.0;0.4839;0.0;0.0;69.0;69.0;5232.709677419355;0;-8;0;-8;0;0;0;0;0;4;2.0;-2.0;-15.0;1.1880179262977368;ambiguous;-3.0;1.5;-6.5
32800;1;sell;7;5238.0;Mark 67;5238.0;5239.5;5235.5;5231.5;5235.5;6.0;0.0;0.0;0.0;56.0;56.0;5238.0;-8;-15;-8;-15;0;0;0;1;2;3;1.5;3.5;6.5;1.3231552140382814;ambiguous;-1.5;2.5;6.5
36500;1;buy;7;5232.0;Mark 55;5233.5;5230.5;5231.5;5246.5;5236.5;5.0;0.0;0.0;0.0;54.0;54.0;5233.5;-15;-8;-15;-8;0;0;1;0;0;3;0.0;-1.0;4.0;1.2323025333582045;ambiguous;-1.5;-0.5;14.5
39400;1;buy;5;5234.0;Mark 49;5234.5;5234.5;5227.5;5243.5;5242.5;5.0;0.0;0.0;0.0;63.0;63.0;5234.5;-8;-3;-8;-3;0;0;2;0;1;3;0.5;2.0;-4.0;1.276589458217543;ambiguous;0.5;-6.5;9.5
45400;1;sell;8;5241.0;Mark 67;5240.5;5247.5;5246.0;5247.5;5244.5;5.0;0.4118;0.0;0.0;60.0;60.0;5241.529411764706;-3;-11;-3;-11;0;0;2;0;1;4;-4.0;9.0;7.0;1.3219401509437854;ambiguous;-6.5;-5.0;-6.5
73400;1;buy;8;5237.0;Mark 49;5238.0;5235.5;5239.5;5235.5;5264.5;6.0;0.0;0.0;0.0;46.0;46.0;5238.0;-11;-3;-11;-3;0;0;0;0;0;3;0.5;-2.5;-5.5;1.1974064753105356;ambiguous;-1.5;2.5;-1.5
78400;1;sell;7;5238.0;Mark 67;5239.5;5237.5;5237.5;5242.5;5263.5;5.0;0.0;0.0;0.0;50.0;50.0;5239.5;-3;-10;-3;-10;0;0;1;0;1;4;3.0;2.0;-7.0;1.0801470649264373;ambiguous;0.5;0.5;-4.5
84600;1;sell;8;5233.0;Mark 67;5233.5;5236.5;5236.5;5244.5;5261.5;5.0;-0.4286;0.0;0.0;55.0;55.0;5232.428571428572;-10;-18;-10;-18;0;0;1;0;1;3;2.0;-4.0;-6.0;1.1107207762491669;ambiguous;-3.5;-3.5;-11.5
88500;1;sell;6;5242.0;Mark 67;5242.5;5243.0;5244.5;5245.5;5257.5;5.0;-0.5208;0.0;0.0;73.0;73.0;5241.197916666667;-18;-24;-18;-24;0;0;1;0;1;3;2.0;6.0;1.5;1.0647106721673252;ambiguous;-1.0;-2.5;-3.5
139700;1;sell;8;5257.0;Mark 67;5258.5;5257.5;5259.5;5265.5;5240.5;5.0;-0.525;0.0;0.0;61.0;61.0;5257.1875;-24;-32;-24;-32;0;0;0;0;1;7;-1.0;-1.5;-5.5;1.2037166536469932;ambiguous;-0.5;-2.5;-8.5
148300;1;buy;4;5265.0;Mark 55;5265.0;5262.5;5266.5;5256.5;5240.5;6.0;0.0;0.0;0.0;70.0;70.0;5265.0;-32;-28;-32;-28;0;0;1;0;1;6;-3.5;2.5;8.5;1.0708261797671776;ambiguous;-2.5;1.5;-8.5
163300;1;sell;10;5254.0;Mark 67;5254.5;5255.0;5251.5;5249.0;5256.5;5.0;0.4588;0.0;0.0;62.0;62.0;5255.64705882353;-28;-38;-28;-38;0;0;0;0;0;0;1.0;0.0;-1.0;1.2308734641491197;ambiguous;-1.0;2.5;5.0
188800;1;buy;6;5232.0;Mark 55;5232.5;5237.5;5237.5;5241.5;5251.5;5.0;0.519;0.0;0.0;60.0;60.0;5233.797468354431;-38;-32;-38;-32;0;0;0;0;2;4;1.0;-5.0;-16.0;1.3443264297177944;ambiguous;5.5;5.5;9.5
239600;1;sell;5;5255.0;Mark 55;5253.5;5255.0;5259.5;5265.5;5268.0;5.0;0.5065;0.0;0.0;58.0;58.0;5254.766233766234;-32;-37;-32;-37;0;0;0;1;2;2;0.0;5.0;7.0;1.0565096456559904;ambiguous;0.0;-4.5;-10.5
242900;1;sell;5;5254.0;Mark 67;5256.5;5254.5;5256.5;5265.5;5272.5;5.0;0.0;0.0;0.0;67.0;67.0;5256.5;-37;-42;-37;-42;0;0;1;0;0;3;-3.0;-0.5;13.0;1.0578849171381435;sell;-0.5;-2.5;-11.5
258400;1;sell;8;5257.0;Mark 67;5258.5;5258.0;5253.5;5246.5;5270.5;5.0;-0.5733;0.0;0.0;59.0;59.0;5257.066666666667;-42;-50;-42;-50;0;0;0;0;0;5;-3.0;-8.5;-2.5;1.1467427242520165;ambiguous;-1.0;3.5;10.5
