ts;day;side;qty;price;counterparty;mid_pre;mid_post_5;mid_post_20;mid_post_100;mid_post_500;spread_pre;imb1_pre;imb2_pre;imb3_pre;depth_bid_pre;depth_ask_pre;microprice_pre;inventory_day_pre;inventory_day;inventory_cum_pre;inventory_cum;trades_since_last_5;trades_since_last_20;trades_since_last_100;trades_other_mark_since_last_5;trades_other_mark_since_last_20;trades_other_mark_since_last_100;recent_ret_5;recent_ret_20;recent_ret_100;realised_vol_100;aggressor;adverse_select_5;adverse_select_20;adverse_select_100
4500;1;sell;2;0.0;Mark 01;0.5;0.5;0.5;0.5;0.5;1.0;0.0;0.0;0.0;13.0;13.0;0.5;0;-2;0;-2;0;0;0;0;0;0;0.0;0.0;;0.0;sell;-0.5;-0.5;-0.5
9600;1;sell;4;0.0;Mark 01;0.5;0.5;0.5;0.5;0.5;1.0;0.0;0.0;0.0;13.0;13.0;0.5;-2;-6;-2;-6;0;0;1;0;0;0;0.0;0.0;;0.0;sell;-0.5;-0.5;-0.5
11800;1;sell;4;0.0;Mark 01;0.5;0.5;0.5;0.5;0.5;1.0;0.0;0.0;0.0;19.0;19.0;0.5;-6;-10;-6;-10;0;0;2;0;0;0;0.0;0.0;0.0;0.0;sell;-0.5;-0.5;-0.5
14800;1;sell;4;0.0;Mark 01;0.5;0.5;0.5;0.5;0.5;1.0;0.0;0.0;0.0;13.0;13.0;0.5;-10;-14;-10;-14;0;0;2;0;0;0;0.0;0.0;0.0;0.0;sell;-0.5;-0.5;-0.5
16700;1;sell;2;0.0;Mark 01;0.5;0.5;0.5;0.5;0.5;1.0;0.0;0.0;0.0;16.0;16.0;0.5;-14;-16;-14;-16;0;1;3;0;0;0;0.0;0.0;0.0;0.0;sell;-0.5;-0.5;-0.5
38500;1;sell;5;0.0;Mark 01;0.5;0.5;0.5;0.5;0.5;1.0;0.0;0.0;0.0;14.0;14.0;0.5;-16;-21;-16;-21;0;0;0;0;0;0;0.0;0.0;0.0;0.0;sell;-0.5;-0.5;-0.5
40400;1;sell;4;0.0;Mark 01;0.5;0.5;0.5;0.5;0.5;1.0;0.0;0.0;0.0;20.0;20.0;0.5;-21;-25;-21;-25;0;1;1;0;0;0;0.0;0.0;0.0;0.0;sell;-0.5;-0.5;-0.5
43400;1;sell;5;0.0;Mark 01;0.5;0.5;0.5;0.5;0.5;1.0;0.0;0.0;0.0;14.0;14.0;0.5;-25;-30;-25;-30;0;0;2;0;0;0;0.0;0.0;0.0;0.0;sell;-0.5;-0.5;-0.5
50700;1;sell;5;0.0;Mark 01;0.5;0.5;0.5;0.5;0.5;1.0;0.0;0.0;0.0;10.0;10.0;0.5;-30;-35;-30;-35;0;0;1;0;0;0;0.0;0.0;0.0;0.0;sell;-0.5;-0.5;-0.5
52800;1;sell;3;0.0;Mark 01;0.5;0.5;0.5;0.5;0.5;1.0;0.0;0.0;0.0;21.0;21.0;0.5;-35;-38;-35;-38;0;0;2;0;0;0;0.0;0.0;0.0;0.0;sell;-0.5;-0.5;-0.5
53400;1;sell;2;0.0;Mark 01;0.5;0.5;0.5;0.5;0.5;1.0;0.0;0.0;0.0;16.0;16.0;0.5;-38;-40;-38;-40;0;1;3;0;0;0;0.0;0.0;0.0;0.0;sell;-0.5;-0.5;-0.5
74100;1;sell;3;0.0;Mark 01;0.5;0.5;0.5;0.5;0.5;1.0;0.0;0.0;0.0;21.0;21.0;0.5;-40;-43;-40;-43;0;0;0;0;0;0;0.0;0.0;0.0;0.0;sell;-0.5;-0.5;-0.5
85300;1;sell;2;0.0;Mark 01;0.5;0.5;0.5;0.5;0.5;1.0;0.0;0.0;0.0;13.0;13.0;0.5;-43;-45;-43;-45;0;0;0;0;0;0;0.0;0.0;0.0;0.0;sell;-0.5;-0.5;-0.5
86100;1;sell;5;0.0;Mark 01;0.5;0.5;0.5;0.5;0.5;1.0;0.0;0.0;0.0;13.0;13.0;0.5;-45;-50;-45;-50;0;1;1;0;0;0;0.0;0.0;0.0;0.0;sell;-0.5;-0.5;-0.5
89800;1;sell;4;0.0;Mark 01;0.5;0.5;0.5;0.5;0.5;1.0;0.0;0.0;0.0;16.0;16.0;0.5;-50;-54;-50;-54;0;0;2;0;0;0;0.0;0.0;0.0;0.0;sell;-0.5;-0.5;-0.5
120300;1;sell;4;0.0;Mark 01;0.5;0.5;0.5;0.5;0.5;1.0;0.0;0.0;0.0;16.0;16.0;0.5;-54;-58;-54;-58;0;0;0;0;0;0;0.0;0.0;0.0;0.0;sell;-0.5;-0.5;-0.5
127200;1;sell;3;0.0;Mark 01;0.5;0.5;0.5;0.5;0.5;1.0;0.0;0.0;0.0;17.0;17.0;0.5;-58;-61;-58;-61;0;0;1;0;0;0;0.0;0.0;0.0;0.0;sell;-0.5;-0.5;-0.5
