ts;day;side;qty;price;counterparty;mid_pre;mid_post_5;mid_post_20;mid_post_100;mid_post_500;spread_pre;imb1_pre;imb2_pre;imb3_pre;depth_bid_pre;depth_ask_pre;microprice_pre;inventory_day_pre;inventory_day;inventory_cum_pre;inventory_cum;trades_since_last_5;trades_since_last_20;trades_since_last_100;trades_other_mark_since_last_5;trades_other_mark_since_last_20;trades_other_mark_since_last_100;recent_ret_5;recent_ret_20;recent_ret_100;realised_vol_100;aggressor;adverse_select_5;adverse_select_20;adverse_select_100
4500;1;sell;2;18.0;Mark 01;18.5;18.0;18.0;15.0;16.0;1.0;0.0;0.0;0.0;30.0;30.0;18.5;0;-2;0;-2;0;0;0;0;0;0;0.5;0.5;;0.23399159411334092;sell;0.0;0.0;3.0
9600;1;sell;4;16.0;Mark 01;17.0;16.5;16.0;13.5;16.5;2.0;0.0;0.0;0.0;18.0;18.0;17.0;-2;-6;-2;-6;0;0;1;0;0;0;0.0;0.0;;0.2665050294983613;sell;-0.5;0.0;2.5
14800;1;sell;4;14.0;Mark 01;15.0;14.5;14.5;14.5;16.0;2.0;0.0;0.0;0.0;20.0;20.0;15.0;-6;-10;-6;-10;0;0;1;0;0;0;0.0;-0.5;-3.0;0.308287726505694;sell;-0.5;-0.5;-0.5
16700;1;sell;2;14.0;Mark 01;14.5;14.5;13.5;14.0;16.0;1.0;0.0;0.0;0.0;25.0;25.0;14.5;-10;-12;-10;-12;0;1;2;0;0;0;0.0;-0.5;-3.0;0.29144521305562643;sell;-0.5;0.5;0.0
40400;1;sell;4;14.0;Mark 01;14.5;14.0;14.0;16.5;16.0;1.0;0.0;0.0;0.0;30.0;30.0;14.5;-12;-16;-12;-16;0;0;0;0;0;0;0.0;0.5;-0.5;0.2705675805248257;sell;0.0;0.0;-2.5
43400;1;sell;5;13.0;Mark 01;14.0;14.5;16.0;15.5;16.0;2.0;0.0;0.0;0.0;25.0;25.0;14.0;-16;-21;-16;-21;0;0;1;0;0;0;0.0;0.5;-1.5;0.24052284646041733;sell;-1.5;-3.0;-2.5
50700;1;sell;5;16.0;Mark 01;16.5;16.5;17.0;16.5;16.5;1.0;0.0;0.0;0.0;20.0;20.0;16.5;-21;-26;-21;-26;0;0;1;0;0;0;-0.5;0.0;2.5;0.2598925319246183;sell;-0.5;-1.0;-0.5
52800;1;sell;3;16.0;Mark 01;17.0;16.5;16.5;16.0;16.5;2.0;0.0;0.0;0.0;25.0;25.0;17.0;-26;-29;-26;-29;0;0;2;0;0;0;0.5;1.0;3.0;0.27356772856466344;sell;-0.5;-0.5;0.0
74100;1;sell;3;14.0;Mark 01;15.0;15.5;15.5;14.0;20.0;2.0;0.0;0.0;0.0;17.0;17.0;15.0;-29;-32;-29;-32;0;0;0;0;0;0;0.0;-1.0;-0.5;0.27974509947729753;sell;-1.5;-1.5;0.0
85300;1;sell;2;14.0;Mark 01;14.5;14.5;15.5;16.0;19.0;1.0;0.0;0.0;0.0;21.0;21.0;14.5;-32;-34;-32;-34;0;0;0;0;0;0;0.0;0.0;-1.0;0.25603619910376924;sell;-0.5;-1.5;-2.0
