ts;day;side;qty;price;counterparty;mid_pre;mid_post_5;mid_post_20;mid_post_100;mid_post_500;spread_pre;imb1_pre;imb2_pre;imb3_pre;depth_bid_pre;depth_ask_pre;microprice_pre;inventory_day_pre;inventory_day;inventory_cum_pre;inventory_cum;trades_since_last_5;trades_since_last_20;trades_since_last_100;trades_other_mark_since_last_5;trades_other_mark_since_last_20;trades_other_mark_since_last_100;recent_ret_5;recent_ret_20;recent_ret_100;realised_vol_100;aggressor;adverse_select_5;adverse_select_20;adverse_select_100
5100;1;sell;4;9960.0;Mark 38;9962.0;9952.0;9949.0;9957.0;9948.0;16.0;0.0;0.0;0.0;41.0;41.0;9962.0;0;-4;0;-4;0;0;0;0;0;0;-2.0;2.0;;1.890396783746735;ambiguous;8.0;11.0;3.0
566100;1;buy;4;10011.0;Mark 38;10010.0;10013.0;10013.5;10002.0;9979.0;16.0;0.0;0.0;0.0;36.0;36.0;10010.0;-4;0;-4;0;0;0;0;0;0;1;1.0;6.0;-5.0;2.2411384975333424;ambiguous;2.0;2.5;-9.0
640300;1;buy;3;10029.0;Mark 38;10031.0;10034.0;10019.0;10000.0;10002.0;16.0;0.0;0.0;0.0;41.0;41.0;10031.0;0;3;0;3;0;0;0;0;0;4;-1.0;3.5;17.0;1.887173098538273;ambiguous;5.0;-10.0;-29.0
898200;1;buy;4;9995.0;Mark 38;9996.0;9998.0;10000.0;10015.0;10017.0;16.0;0.0;0.0;0.0;37.0;37.0;9996.0;3;7;3;7;0;0;0;0;0;2;0.0;10.0;-15.0;1.7472265836516214;ambiguous;3.0;5.0;20.0
936400;1;sell;3;10006.0;Mark 38;10007.0;10005.0;10003.0;10014.0;10031.0;16.0;0.0;0.0;0.0;41.0;41.0;10007.0;7;4;7;4;0;0;0;0;0;8;0.0;1.0;8.0;2.3939180836966525;ambiguous;1.0;3.0;-8.0
49400;2;buy;4;9958.0;Mark 38;9959.0;9955.0;9941.0;9953.0;9953.0;16.0;0.0;0.0;0.0;42.0;42.0;9959.0;0;4;4;8;0;0;0;0;0;3;-1.0;-12.0;-32.0;2.172269133521479;ambiguous;-3.0;-17.0;-5.0
126800;2;sell;2;10015.0;Mark 38;10016.0;10007.0;10007.0;10016.0;10020.0;16.0;0.0;0.0;0.0;39.0;39.0;10016.0;4;2;8;6;0;0;0;0;1;1;-1.0;1.0;21.0;2.5850101196399513;ambiguous;8.0;8.0;-1.0
206700;2;buy;5;9981.0;Mark 38;9984.0;9985.5;9988.0;9978.0;9935.0;16.0;0.0;0.0;0.0;33.0;33.0;9984.0;2;7;6;11;0;0;0;1;2;2;0.0;10.0;6.0;1.9125749833755477;ambiguous;4.5;7.0;-3.0
267900;2;sell;6;9926.0;Mark 38;9926.0;9924.0;9928.0;9901.0;9953.5;16.0;0.0;0.0;0.0;34.0;34.0;9926.0;7;1;11;5;0;0;0;0;0;4;0.0;3.0;3.0;1.8171714364321152;ambiguous;2.0;-2.0;25.0
384800;2;buy;4;9978.0;Mark 38;9978.0;9981.0;9976.0;9968.0;9970.0;16.0;0.0;0.0;0.0;34.0;34.0;9978.0;1;5;5;9;0;0;0;0;0;0;1.0;10.0;-3.0;2.136524816614827;ambiguous;3.0;-2.0;-10.0
