ts;day;side;qty;price;counterparty;mid_pre;mid_post_5;mid_post_20;mid_post_100;mid_post_500;spread_pre;imb1_pre;imb2_pre;imb3_pre;depth_bid_pre;depth_ask_pre;microprice_pre;inventory_day_pre;inventory_day;inventory_cum_pre;inventory_cum;trades_since_last_5;trades_since_last_20;trades_since_last_100;trades_other_mark_since_last_5;trades_other_mark_since_last_20;trades_other_mark_since_last_100;recent_ret_5;recent_ret_20;recent_ret_100;realised_vol_100;aggressor;adverse_select_5;adverse_select_20;adverse_select_100
6100;1;sell;3;5255.0;Mark 55;5253.5;5250.5;5247.5;5231.5;5245.5;5.0;0.4667;0.0;0.0;66.0;66.0;5254.666666666667;0;-3;0;-3;0;0;0;0;0;0;0.5;1.5;;1.0128000241355097;ambiguous;4.5;7.5;23.5
14300;1;sell;6;5238.0;Mark 55;5235.5;5234.5;5230.0;5234.5;5242.5;5.0;0.5052;0.0;0.0;73.0;73.0;5236.762886597938;-3;-9;-3;-9;0;0;1;0;0;2;-3.0;-6.0;-17.0;1.1127398530717874;buy;3.5;8.0;3.5
14800;1;buy;6;5232.0;Mark 55;5234.5;5233.5;5230.5;5233.5;5242.5;5.0;-0.5949;0.0;0.0;63.0;63.0;5233.012658227848;-9;-3;-9;-3;1;1;2;0;0;2;-1.0;-4.0;-17.0;1.101334397611233;sell;1.5;-1.5;1.5
31700;1;sell;4;5237.0;Mark 55;5232.5;5236.0;5235.5;5228.0;5237.0;5.0;0.6;0.0;0.0;64.0;64.0;5234.0;-3;-7;-3;-7;0;0;0;0;0;1;-0.5;-9.0;4.5;1.3297127150251444;buy;1.0;1.5;9.0
32600;1;sell;5;5240.0;Mark 55;5237.5;5240.0;5235.0;5230.5;5237.5;5.0;0.0;0.0;0.0;57.0;57.0;5237.5;-7;-12;-7;-12;0;1;1;0;0;1;3.0;1.0;5.5;1.3350157735399417;buy;0.0;5.0;9.5
38700;1;buy;8;5228.0;Mark 55;5232.5;5234.5;5232.0;5245.5;5242.0;5.0;0.0;0.0;0.0;67.0;67.0;5232.5;-12;-4;-12;-4;0;0;2;0;0;3;-0.5;-0.5;-9.5;1.242506361743703;sell;6.5;4.0;17.5
39800;1;buy;4;5232.0;Mark 55;5235.0;5233.0;5229.5;5246.5;5243.5;6.0;0.0;0.0;0.0;53.0;53.0;5235.0;-4;0;-4;0;0;1;3;2;2;4;0.5;3.5;-6.5;1.232240434376935;sell;1.0;-2.5;14.5
43600;1;buy;4;5229.0;Mark 55;5229.5;5236.0;5242.0;5243.5;5243.5;5.0;0.5556;0.0;0.0;56.0;56.0;5230.888888888889;0;4;0;4;0;0;2;0;0;3;-2.0;3.5;-7.0;1.2851327428393076;ambiguous;7.0;13.0;14.5
47700;1;buy;4;5243.0;Mark 55;5246.5;5244.5;5245.5;5247.5;5243.0;5.0;0.6104;0.0;0.0;62.0;62.0;5248.025974025974;4;8;4;8;0;0;3;0;0;3;1.0;2.0;15.0;1.3585764709975694;sell;1.5;2.5;4.5
48900;1;buy;6;5241.0;Mark 55;5245.5;5243.5;5243.0;5245.5;5246.5;3.0;-0.7143;0.0769;0.0769;56.0;48.0;5244.428571428572;8;14;8;14;0;1;3;0;0;3;0.0;0.0;11.5;1.342446663591253;sell;2.5;2.0;4.5
