ts;day;side;qty;price;counterparty;mid_pre;mid_post_5;mid_post_20;mid_post_100;mid_post_500;spread_pre;imb1_pre;imb2_pre;imb3_pre;depth_bid_pre;depth_ask_pre;microprice_pre;inventory_day_pre;inventory_day;inventory_cum_pre;inventory_cum;trades_since_last_5;trades_since_last_20;trades_since_last_100;trades_other_mark_since_last_5;trades_other_mark_since_last_20;trades_other_mark_since_last_100;recent_ret_5;recent_ret_20;recent_ret_100;realised_vol_100;aggressor;adverse_select_5;adverse_select_20;adverse_select_100
206200;1;buy;3;16.0;Mark 22;16.5;16.5;17.0;17.0;20.5;1.0;-0.5652;0.0;0.0;18.0;18.0;16.217391304347824;0;3;0;3;0;0;0;0;0;0;0.0;0.5;2.0;0.27449855033739784;sell;0.5;1.0;1.0
310100;1;buy;5;20.0;Mark 22;20.0;20.0;19.5;15.5;16.5;2.0;0.0;0.0;0.0;23.0;23.0;20.0;3;8;3;8;0;0;0;0;0;1;0.5;-1.0;-0.5;0.29725129231438707;ambiguous;0.0;-0.5;-4.5
460400;1;buy;3;16.0;Mark 22;16.0;16.5;17.5;17.0;19.0;2.0;0.0;0.0;0.0;22.0;22.0;16.0;8;11;8;11;0;0;0;0;0;1;0.0;0.5;0.0;0.23570226039551584;ambiguous;0.5;1.5;1.0
735100;1;buy;4;21.0;Mark 22;21.5;20.5;19.5;20.5;15.5;1.0;0.0;0.0;0.0;29.0;29.0;21.5;11;15;11;15;0;0;0;0;0;0;0.0;1.0;4.0;0.29879190823735435;sell;-0.5;-1.5;-0.5
746300;1;buy;4;20.0;Mark 22;20.5;20.0;19.5;17.5;15.0;1.0;0.0;0.0;0.0;22.0;22.0;20.5;15;19;15;19;0;0;0;0;0;1;0.5;1.0;0.5;0.2610676360266684;sell;0.0;-0.5;-2.5
45100;2;buy;5;15.0;Mark 22;15.5;14.5;15.5;15.0;16.5;1.0;0.0;0.0;0.0;21.0;21.0;15.5;0;5;19;24;0;0;0;0;0;2;0.5;1.0;-1.5;0.28827723621879464;sell;-0.5;0.5;0.0
102600;2;buy;2;16.0;Mark 22;16.0;16.0;15.5;14.5;17.5;2.0;0.0;0.0;0.0;21.0;21.0;16.0;5;7;24;26;0;0;0;0;0;0;0.5;0.5;-1.0;0.30134209879144036;ambiguous;0.0;-0.5;-1.5
33600;3;buy;2;15.0;Mark 22;15.5;15.5;15.0;11.5;12.5;1.0;0.0;0.0;0.0;20.0;20.0;15.5;0;2;26;28;0;0;0;0;1;1;1.0;1.0;-0.5;0.2886309507521121;sell;0.5;0.0;-3.5
40200;3;buy;3;13.0;Mark 22;13.5;12.5;11.5;11.5;10.5;1.0;0.0;0.0;0.0;17.0;17.0;13.5;2;5;28;31;0;0;1;0;0;2;0.5;-1.0;-1.0;0.2657160896558769;sell;-0.5;-1.5;-1.5
320200;3;buy;4;7.0;Mark 22;7.5;7.0;7.5;8.5;6.5;1.0;0.0;0.0;0.0;17.0;17.0;7.5;5;9;31;35;0;0;0;0;1;3;0.0;0.0;0.0;0.12309149097933274;sell;0.0;0.5;1.5
642500;3;buy;3;8.0;Mark 22;8.5;8.5;9.5;10.0;8.5;1.0;0.0;0.0;0.0;22.0;22.0;8.5;9;12;35;38;0;0;0;0;0;1;1.0;1.0;2.0;0.21224142817626965;sell;0.5;1.5;2.0
777600;3;buy;5;6.0;Mark 22;6.5;6.5;6.5;8.5;8.5;1.0;0.0;0.0;0.0;20.0;20.0;6.5;12;17;38;43;0;0;0;0;0;0;0.0;0.0;0.0;0.10050378152592121;sell;0.5;0.5;2.5
943900;3;buy;5;10.0;Mark 22;10.0;10.0;10.5;10.5;6.5;2.0;0.0;0.0;0.0;28.0;28.0;10.0;17;22;43;48;0;0;0;0;0;2;0.5;1.5;0.5;0.25120868920092704;ambiguous;0.0;0.5;0.5
