ts;day;side;qty;price;counterparty;mid_pre;mid_post_5;mid_post_20;mid_post_100;mid_post_500;spread_pre;imb1_pre;imb2_pre;imb3_pre;depth_bid_pre;depth_ask_pre;microprice_pre;inventory_day_pre;inventory_day;inventory_cum_pre;inventory_cum;trades_since_last_5;trades_since_last_20;trades_since_last_100;trades_other_mark_since_last_5;trades_other_mark_since_last_20;trades_other_mark_since_last_100;recent_ret_5;recent_ret_20;recent_ret_100;realised_vol_100;aggressor;adverse_select_5;adverse_select_20;adverse_select_100
5300;1;buy;2;1264.0;Mark 14;1253.5;1253.5;1246.5;1233.5;1245.5;21.0;0.0;0.0;0.0;37.0;37.0;1253.5;0;2;0;2;0;0;0;0;0;0;2.0;0.0;;1.3683270029427355;buy;-10.5;-17.5;-30.5
16700;1;sell;2;1221.0;Mark 14;1231.5;1232.5;1228.0;1230.5;1242.5;21.0;0.0;0.0;0.0;32.0;32.0;1231.5;2;0;2;0;0;0;0;0;0;0;-1.0;-3.0;-19.0;1.7677056274700396;sell;-11.5;-7.0;-9.5
17300;1;sell;1;1221.0;Mark 14;1232.5;1233.5;1228.5;1235.5;1246.5;21.0;0.0;0.0;0.0;37.0;37.0;1232.5;0;-1;0;-1;0;1;1;0;0;0;2.0;-1.0;-14.0;1.904328408408788;sell;-12.5;-7.5;-14.5
17900;1;buy;1;1243.0;Mark 14;1233.5;1229.5;1226.5;1237.5;1247.5;21.0;0.0;0.0;0.0;32.0;32.0;1233.5;-1;0;-1;0;0;2;2;0;0;0;2.5;0.0;-14.0;1.7767300631710428;ambiguous;-13.5;-16.5;-5.5
25700;1;buy;3;1241.0;Mark 14;1232.5;1230.5;1238.5;1234.0;1237.5;21.0;0.0;0.0;0.0;37.0;37.0;1232.5;0;3;0;3;0;0;3;0;0;0;1.0;1.0;1.0;1.1827459019522486;ambiguous;-10.5;-2.5;-7.0
36200;1;buy;3;1244.0;Mark 14;1234.5;1233.0;1232.0;1248.5;1237.5;21.0;0.0;0.0;0.0;34.0;34.0;1234.5;3;6;3;6;0;0;0;0;0;0;0.5;1.5;4.0;1.2706412277589;ambiguous;-11.0;-12.0;4.5
50200;1;sell;2;1236.0;Mark 14;1247.0;1239.0;1246.5;1247.5;1248.5;20.0;0.0;0.0;0.0;39.0;39.0;1247.0;6;4;6;4;0;0;0;0;0;0;1.5;2.5;15.5;1.5661289609916842;sell;-3.0;-10.5;-11.5
50300;1;buy;3;1257.0;Mark 14;1246.5;1243.5;1247.5;1247.5;1246.5;21.0;0.0;0.0;0.0;42.0;42.0;1246.5;4;7;4;7;1;1;1;0;0;0;0.0;1.0;13.5;1.5615619314482512;buy;-13.5;-9.5;-9.5
53800;1;buy;2;1255.0;Mark 14;1244.5;1243.5;1245.5;1242.5;1247.5;21.0;0.0;0.0;0.0;41.0;41.0;1244.5;7;9;7;9;0;0;2;0;0;0;-1.0;-3.0;11.0;1.7660598665676046;buy;-11.5;-9.5;-12.5
54400;1;sell;3;1234.0;Mark 14;1243.5;1243.5;1245.5;1244.5;1249.5;21.0;0.0;0.0;0.0;42.0;42.0;1243.5;9;6;9;6;0;1;3;0;0;0;-1.0;-2.0;4.0;1.7861373702596954;ambiguous;-9.5;-11.5;-10.5
57600;1;buy;3;1257.0;Mark 14;1246.5;1248.5;1246.5;1246.5;1261.5;21.0;0.0;0.0;0.0;37.0;37.0;1246.5;6;9;6;9;0;0;4;0;0;0;-1.0;2.0;0.0;1.6937198318160145;buy;-8.5;-10.5;-10.5
62600;1;buy;1;1254.0;Mark 14;1243.5;1242.0;1242.5;1238.5;1263.0;21.0;0.0;0.0;0.0;33.0;33.0;1243.5;9;10;9;10;0;0;3;0;0;0;-2.0;-5.0;-4.0;1.4243140608103464;buy;-12.0;-11.5;-15.5
63100;1;buy;3;1252.0;Mark 14;1242.5;1245.5;1244.5;1238.5;1260.5;21.0;0.0;0.0;0.0;29.0;29.0;1242.5;10;13;10;13;1;1;4;0;0;0;-1.0;-3.0;-3.0;1.2264306875665492;ambiguous;-6.5;-7.5;-13.5
68000;1;buy;2;1258.0;Mark 14;1247.5;1246.5;1243.5;1238.5;1257.5;21.0;0.0;0.0;0.0;34.0;34.0;1247.5;13;15;13;15;0;0;2;0;0;0;0.0;5.0;0.0;0.9923953268977463;buy;-11.5;-14.5;-19.5
70500;1;sell;1;1232.0;Mark 14;1241.5;1241.5;1239.0;1237.5;1259.0;21.0;0.0;0.0;0.0;31.0;31.0;1241.5;15;14;15;14;0;0;3;0;0;0;-2.0;-5.0;-7.0;0.9718515625582822;ambiguous;-9.5;-7.0;-5.5
78300;1;sell;3;1229.0;Mark 14;1239.5;1239.5;1237.5;1240.5;1264.5;21.0;0.0;0.0;0.0;40.0;40.0;1239.5;14;11;14;11;0;0;1;0;0;0;3.0;0.0;-6.0;1.3470370164177496;sell;-10.5;-8.5;-11.5
84300;1;buy;1;1243.0;Mark 14;1230.5;1234.5;1237.5;1243.5;1262.5;21.0;0.0;0.0;0.0;32.0;32.0;1230.5;11;12;11;12;0;0;1;0;0;0;-5.0;-7.0;-5.0;0.9860003623837859;buy;-8.5;-5.5;0.5
89300;1;sell;3;1232.0;Mark 14;1242.5;1238.0;1241.5;1245.5;1258.5;21.0;0.0;0.0;0.0;32.0;32.0;1242.5;12;9;12;9;0;0;1;0;0;0;1.0;3.0;3.0;1.4887086496444395;sell;-6.0;-9.5;-13.5
102500;1;sell;1;1235.0;Mark 14;1245.5;1247.5;1249.5;1263.0;1257.5;21.0;0.0;0.0;0.0;26.0;26.0;1245.5;9;8;9;8;0;0;0;0;0;0;1.5;0.0;2.0;0.9690128057841633;sell;-12.5;-14.5;-28.0
102800;1;sell;1;1236.0;Mark 14;1247.5;1246.5;1249.5;1261.5;1256.5;21.0;0.0;0.0;0.0;24.0;24.0;1247.5;8;7;8;7;1;1;1;0;0;0;3.0;1.0;6.0;0.9568274790210269;sell;-10.5;-13.5;-25.5
129100;1;buy;3;1275.0;Mark 14;1263.5;1264.0;1265.5;1257.5;1247.5;21.0;0.0;0.0;0.0;27.0;27.0;1263.5;7;10;7;10;0;0;0;0;0;0;0.0;-1.0;6.0;1.6472700515062888;buy;-11.0;-9.5;-17.5
133100;1;sell;3;1253.0;Mark 14;1264.5;1266.0;1262.0;1265.0;1245.5;21.0;0.0;0.0;0.0;39.0;39.0;1264.5;10;7;10;7;0;0;1;0;0;0;0.5;-1.0;0.0;1.4407489634761415;sell;-13.0;-9.0;-12.0
137000;1;sell;3;1252.0;Mark 14;1262.5;1259.5;1258.5;1265.0;1233.5;21.0;0.0;0.0;0.0;36.0;36.0;1262.5;7;4;7;4;0;0;2;0;0;0;0.0;1.0;-2.0;1.5107680699591317;sell;-7.5;-6.5;-13.0
