ts;day;side;qty;price;counterparty;mid_pre;mid_post_5;mid_post_20;mid_post_100;mid_post_500;spread_pre;imb1_pre;imb2_pre;imb3_pre;depth_bid_pre;depth_ask_pre;microprice_pre;inventory_day_pre;inventory_day;inventory_cum_pre;inventory_cum;trades_since_last_5;trades_since_last_20;trades_since_last_100;trades_other_mark_since_last_5;trades_other_mark_since_last_20;trades_other_mark_since_last_100;recent_ret_5;recent_ret_20;recent_ret_100;realised_vol_100;aggressor;adverse_select_5;adverse_select_20;adverse_select_100
9400;1;sell;8;5244.0;Mark 55;5246.0;5245.0;5243.5;5228.5;5247.0;6.0;0.0;0.0;0.0;61.0;61.0;5246.0;0;-8;0;-8;0;0;0;0;0;1;0.5;-0.5;;1.0185866621447708;ambiguous;-1.0;0.5;15.5
10400;1;sell;12;5240.0;Mark 67;5241.5;5243.5;5241.5;5228.5;5248.5;1.0;0.1875;-0.1024;-0.1024;57.0;70.0;5241.59375;-8;-20;-8;-20;0;1;1;0;0;1;-3.5;-7.0;-6.0;1.101589135108699;sell;-3.5;-1.5;11.5
39400;1;sell;5;5234.0;Mark 22;5234.5;5234.5;5227.5;5243.5;5242.5;5.0;0.0;0.0;0.0;63.0;63.0;5234.5;-20;-25;-20;-25;0;0;0;0;1;5;0.5;2.0;-4.0;1.276589458217543;ambiguous;-0.5;6.5;-9.5
39400;1;sell;9;5233.0;Mark 67;5234.5;5234.5;5227.5;5243.5;5242.5;5.0;0.0;0.0;0.0;63.0;63.0;5234.5;-25;-34;-25;-34;1;1;1;0;1;5;0.5;2.0;-4.0;1.276589458217543;ambiguous;-1.5;5.5;-10.5
73400;1;sell;8;5237.0;Mark 22;5238.0;5235.5;5239.5;5235.5;5264.5;6.0;0.0;0.0;0.0;46.0;46.0;5238.0;-34;-42;-34;-42;0;0;0;0;0;3;0.5;-2.5;-5.5;1.1974064753105356;ambiguous;1.5;-2.5;1.5
73400;1;sell;6;5236.0;Mark 55;5238.0;5235.5;5239.5;5235.5;5264.5;6.0;0.0;0.0;0.0;46.0;46.0;5238.0;-42;-48;-42;-48;1;1;1;0;0;3;0.5;-2.5;-5.5;1.1974064753105356;ambiguous;0.5;-3.5;0.5
109000;1;sell;12;5265.0;Mark 67;5266.5;5268.5;5264.5;5257.5;5254.5;5.0;-0.4627;0.0;0.0;49.0;49.0;5265.3432835820895;-48;-60;-48;-60;0;0;0;0;1;3;2.0;7.0;20.5;1.1101235280480108;ambiguous;-3.5;0.5;7.5
131300;1;buy;5;5265.0;Mark 55;5266.0;5264.0;5264.0;5258.5;5247.5;6.0;0.0;0.0;0.0;67.0;67.0;5266.0;-60;-55;-60;-55;0;0;0;0;0;2;2.5;2.5;4.0;0.9657696142778893;ambiguous;-1.0;-1.0;-6.5
132600;1;sell;10;5263.0;Mark 67;5264.5;5263.5;5261.5;5262.5;5246.5;5.0;0.0;0.0;0.0;65.0;65.0;5264.5;-55;-65;-55;-65;0;1;1;0;1;3;2.0;2.5;1.0;0.940072525624126;ambiguous;-0.5;1.5;0.5
165500;1;buy;4;5250.0;Mark 55;5251.5;5250.5;5252.5;5247.5;5253.5;5.0;0.0;0.0;0.0;64.0;64.0;5251.5;-65;-61;-65;-61;0;0;0;0;1;2;-1.0;-2.0;2.0;1.1610670638962273;ambiguous;0.5;2.5;-2.5
