ts;day;side;qty;price;counterparty;mid_pre;mid_post_5;mid_post_20;mid_post_100;mid_post_500;spread_pre;imb1_pre;imb2_pre;imb3_pre;depth_bid_pre;depth_ask_pre;microprice_pre;inventory_day_pre;inventory_day;inventory_cum_pre;inventory_cum;trades_since_last_5;trades_since_last_20;trades_since_last_100;trades_other_mark_since_last_5;trades_other_mark_since_last_20;trades_other_mark_since_last_100;recent_ret_5;recent_ret_20;recent_ret_100;realised_vol_100;aggressor;adverse_select_5;adverse_select_20;adverse_select_100
322600;1;buy;4;98.0;Mark 22;99.5;99.5;96.5;91.5;99.5;3.0;-0.5122;0.0;0.0;31.0;31.0;98.73170731707317;0;4;0;4;0;0;0;0;0;0;0.0;4.5;-6.0;0.6752206047017331;sell;1.5;-1.5;-6.5
564300;1;buy;2;84.0;Mark 22;85.5;85.5;87.5;87.0;85.5;3.0;0.0;0.0;0.0;34.0;34.0;85.5;4;6;4;6;0;0;0;0;0;0;2.0;1.5;1.5;0.6374449687261403;sell;1.5;3.5;3.0
624400;1;buy;2;88.0;Mark 22;88.5;88.5;84.5;76.0;80.5;3.0;0.0;0.0;0.0;29.0;29.0;88.5;6;8;6;8;0;0;0;0;0;0;-1.0;1.0;3.0;0.5938156952201644;ambiguous;0.5;-3.5;-12.0
636100;1;buy;4;79.0;Mark 22;79.5;77.5;74.0;71.5;83.5;3.0;0.0;0.0;0.0;32.0;32.0;79.5;8;12;8;12;0;0;0;0;0;0;2.5;2.0;-6.0;0.5697453235443384;ambiguous;-1.5;-5.0;-7.5
642100;1;buy;4;74.0;Mark 22;74.5;74.5;73.5;68.0;85.5;3.0;0.0;0.0;0.0;25.0;25.0;74.5;12;16;12;16;0;0;1;0;0;0;1.0;0.0;-3.5;0.5377305718871178;ambiguous;0.5;-0.5;-6.0
988100;1;buy;5;94.0;Mark 22;95.0;94.5;97.5;104.5;;2.0;0.0;0.0;0.0;30.0;30.0;95.0;16;21;16;21;0;0;0;0;0;0;0.0;-0.5;-4.5;0.7038527060204203;sell;0.5;3.5;10.5
414900;2;buy;3;76.0;Mark 22;76.5;76.5;82.0;80.5;83.0;3.0;0.0;0.0;0.0;25.0;25.0;76.5;0;3;21;24;0;0;0;0;0;0;2.5;1.0;-4.0;0.580302810524701;ambiguous;0.5;6.0;4.5
423800;2;buy;5;79.0;Mark 22;80.0;80.5;82.5;83.5;81.5;2.0;-0.5333;0.0;0.0;23.0;23.0;79.46666666666667;3;8;24;29;0;0;1;0;0;0;1.5;2.0;3.5;0.6326652187793776;sell;1.5;3.5;4.5
433100;2;buy;2;83.0;Mark 22;84.5;83.5;83.5;81.0;88.0;3.0;0.0;0.0;0.0;35.0;35.0;84.5;8;10;29;31;0;0;1;0;0;0;1.5;3.5;5.0;0.6256106087758393;sell;0.5;0.5;-2.0
443600;2;buy;4;82.0;Mark 22;82.0;83.5;90.0;83.5;84.5;2.0;0.3529;0.0;0.0;23.0;23.0;82.3529411764706;10;14;31;35;0;0;0;0;0;0;1.0;-0.5;-1.5;0.5339700056577604;ambiguous;1.5;8.0;1.5
456200;2;buy;2;82.0;Mark 22;84.5;83.0;84.5;80.5;80.0;3.0;0.0;0.0;0.0;29.0;29.0;84.5;14;16;35;37;0;0;0;0;0;0;1.0;1.5;-6.0;0.6206575499473952;sell;1.0;2.5;-1.5
519600;2;buy;5;87.0;Mark 22;88.5;87.5;87.0;87.5;75.0;3.0;0.0;0.0;0.0;25.0;25.0;88.5;16;21;37;42;0;0;0;0;0;0;1.0;2.0;8.5;0.5989907506764858;sell;0.5;0.0;0.5
666500;2;buy;2;91.0;Mark 22;92.0;92.0;95.0;101.5;87.5;2.0;0.0;0.0;0.0;34.0;34.0;92.0;21;23;42;44;0;0;0;0;0;0;-1.5;1.5;1.5;0.6721537276611768;sell;1.0;4.0;10.5
876500;2;buy;3;84.0;Mark 22;86.0;85.5;88.5;96.5;107.0;2.0;-0.4286;0.0;0.0;30.0;30.0;85.57142857142857;23;26;44;47;0;0;0;0;0;0;-0.5;-1.5;-7.5;0.7225223647009917;sell;1.5;4.5;12.5
98900;3;buy;3;88.0;Mark 22;89.5;88.5;88.5;89.5;82.0;3.0;0.0;0.0;0.0;28.0;28.0;89.5;0;3;47;50;0;0;0;0;0;0;0.0;-1.0;5.0;0.6981033088107177;sell;0.5;0.5;1.5
253400;3;buy;5;80.0;Mark 22;80.5;80.5;79.0;71.5;69.5;3.0;0.0;0.0;0.0;22.0;22.0;80.5;3;8;50;55;0;0;0;0;0;0;0.0;2.5;3.5;0.7793176413529114;ambiguous;0.5;-1.0;-8.5
269000;3;buy;2;76.0;Mark 22;77.5;78.5;73.0;80.5;69.0;3.0;0.0;0.0;0.0;30.0;30.0;77.5;8;10;55;57;0;0;0;0;0;0;-0.5;-0.5;1.0;0.6194645699580591;sell;2.5;-3.0;4.5
328700;3;buy;3;72.0;Mark 22;72.0;74.0;77.5;72.5;79.5;2.0;0.0;0.0;0.0;27.0;27.0;72.0;10;13;57;60;0;0;0;0;0;0;0.0;-2.0;2.0;0.6068597424995548;ambiguous;2.0;5.5;0.5
329200;3;buy;5;73.0;Mark 22;73.5;75.5;77.5;71.0;80.0;1.0;-0.5385;0.0612;0.0612;26.0;23.0;73.23076923076923;13;18;60;65;1;1;1;0;0;0;0.5;1.0;4.5;0.6117160375207985;sell;2.5;4.5;-2.0
350300;3;buy;4;68.0;Mark 22;69.5;68.5;66.0;64.0;86.0;3.0;0.0;0.0;0.0;27.0;27.0;69.5;18;22;65;69;0;0;0;0;0;0;0.5;2.0;-3.5;0.6638292848746568;sell;0.5;-2.0;-4.0
369800;3;buy;5;70.0;Mark 22;71.0;70.5;73.5;80.5;71.0;2.0;0.6571;0.0;0.0;29.0;29.0;71.65714285714286;22;27;69;74;0;0;0;0;0;1;0.0;0.0;7.0;0.6474897175974685;sell;0.5;3.5;10.5
396000;3;buy;4;85.0;Mark 22;84.5;86.5;85.0;76.5;61.0;3.0;0.0;0.0;0.0;24.0;24.0;84.5;27;31;74;78;0;0;0;0;0;0;1.5;1.0;5.5;0.6547761159855293;ambiguous;1.5;0.0;-8.5
428900;3;buy;5;65.0;Mark 22;64.5;65.0;63.0;64.5;65.0;3.0;0.0;0.0;0.0;29.0;29.0;64.5;31;36;78;83;0;0;0;0;0;0;-1.5;0.0;-5.5;0.5499719409228703;ambiguous;0.0;-2.0;-0.5
555100;3;buy;5;67.0;Mark 22;67.5;67.0;67.0;70.0;67.5;3.0;0.0;0.0;0.0;20.0;20.0;67.5;36;41;83;88;0;0;0;0;0;0;1.5;3.5;12.5;0.6641750193134122;ambiguous;0.0;0.0;3.0
622500;3;buy;2;66.0;Mark 22;66.5;68.0;68.0;71.5;81.0;3.0;0.0;0.0;0.0;35.0;35.0;66.5;41;43;88;90;0;0;0;0;0;0;1.0;-1.0;-3.5;0.67514504708893;ambiguous;2.0;2.0;5.5
624200;3;buy;5;67.0;Mark 22;68.5;69.0;74.5;73.5;87.0;3.0;0.0;0.0;0.0;24.0;24.0;68.5;43;48;90;95;0;1;1;0;0;0;0.0;2.5;-8.0;0.6183517954732594;sell;2.0;7.5;6.5
699400;3;buy;4;80.0;Mark 22;81.5;81.0;80.5;87.5;77.0;3.0;0.0;0.0;0.0;25.0;25.0;81.5;48;52;95;99;0;0;0;0;0;0;1.0;-2.5;4.0;0.6383246999842147;sell;1.0;0.5;7.5
705400;3;buy;2;80.0;Mark 22;81.0;80.0;81.5;89.5;72.5;2.0;0.5862;0.0;0.0;23.0;23.0;81.58620689655173;52;54;99;101;0;0;1;0;0;0;-0.5;3.5;-1.5;0.7228400267803977;sell;0.0;1.5;9.5
826200;3;buy;5;81.0;Mark 22;81.5;81.5;81.5;73.0;75.5;3.0;0.0;0.0;0.0;25.0;25.0;81.5;54;59;101;106;0;0;0;0;0;0;0.0;2.0;-6.0;0.6247129735784334;ambiguous;0.5;0.5;-8.0
834400;3;buy;5;75.0;Mark 22;75.0;74.0;74.0;76.5;66.0;2.0;0.5676;0.0;0.0;29.0;29.0;75.56756756756756;59;64;106;111;0;0;1;0;0;0;-1.0;-3.5;-4.0;0.5889417305675301;ambiguous;-1.0;-1.0;1.5
839800;3;buy;3;76.0;Mark 22;77.5;74.5;73.0;79.0;72.0;3.0;0.0;0.0;0.0;31.0;31.0;77.5;64;67;111;114;0;0;1;0;0;0;-0.5;1.0;-0.5;0.6834809504078749;sell;-1.5;-3.0;3.0
877600;3;buy;5;73.0;Mark 22;74.0;73.0;71.5;71.0;89.5;2.0;-0.4615;0.0;0.0;19.0;19.0;73.53846153846153;67;72;114;119;0;0;0;0;0;0;-1.0;0.0;1.0;0.6194645699580591;sell;0.0;-1.5;-2.0
878300;3;buy;3;72.0;Mark 22;73.0;72.5;67.5;70.0;89.5;2.0;0.0;0.0;0.0;34.0;34.0;73.0;72;75;119;122;0;1;1;0;0;0;-0.5;-2.5;1.5;0.6049231750811251;sell;0.5;-4.5;-2.0
