ts;day;side;qty;price;counterparty;mid_pre;mid_post_5;mid_post_20;mid_post_100;mid_post_500;spread_pre;imb1_pre;imb2_pre;imb3_pre;depth_bid_pre;depth_ask_pre;microprice_pre;inventory_day_pre;inventory_day;inventory_cum_pre;inventory_cum;trades_since_last_5;trades_since_last_20;trades_since_last_100;trades_other_mark_since_last_5;trades_other_mark_since_last_20;trades_other_mark_since_last_100;recent_ret_5;recent_ret_20;recent_ret_100;realised_vol_100;aggressor;adverse_select_5;adverse_select_20;adverse_select_100
14800;1;buy;4;42.0;Mark 22;43.0;43.0;42.0;43.0;45.0;2.0;0.0;0.0;0.0;20.0;20.0;43.0;0;4;0;4;0;0;0;0;0;0;0.0;-1.0;-6.0;0.5283513870958392;sell;1.0;0.0;1.0
16700;1;buy;2;41.0;Mark 22;42.0;42.0;41.0;41.0;45.0;2.0;0.0;0.0;0.0;25.0;25.0;42.0;4;6;4;6;0;1;1;0;0;0;0.0;-1.0;-7.0;0.5174241808026544;sell;1.0;0.0;0.0
40400;1;buy;4;41.0;Mark 22;42.0;42.0;41.0;47.0;46.0;2.0;0.0;0.0;0.0;30.0;30.0;42.0;6;10;6;10;0;0;0;0;0;0;0.0;1.0;-1.0;0.526949473263535;sell;1.0;0.0;6.0
74100;1;buy;3;42.0;Mark 22;43.0;44.0;44.0;41.0;53.5;2.0;0.0;0.0;0.0;17.0;17.0;43.0;10;13;10;13;0;0;0;0;0;0;0.0;-2.5;-2.0;0.4015072103909453;sell;2.0;2.0;-1.0
89800;1;buy;4;45.0;Mark 22;46.0;46.0;45.0;47.0;51.0;2.0;0.0;0.0;0.0;23.0;23.0;46.0;13;17;13;17;0;0;0;0;0;1;0.5;1.0;2.0;0.5942450941447567;sell;1.0;0.0;2.0
135900;1;buy;3;52.0;Mark 22;52.5;53.0;51.0;52.5;42.0;3.0;0.0;0.0;0.0;16.0;16.0;52.5;17;20;17;20;0;0;0;0;0;0;1.5;-2.0;-0.5;0.4897688049454811;ambiguous;1.0;-1.0;0.5
150600;1;buy;2;53.0;Mark 22;53.5;54.0;50.0;49.0;44.0;3.0;0.0;0.0;0.0;25.0;25.0;53.5;20;22;20;22;0;0;0;0;0;0;-0.5;0.5;3.5;0.40980732878991505;ambiguous;1.0;-3.0;-4.0
172500;1;buy;5;46.0;Mark 22;47.0;46.0;45.0;45.0;46.0;2.0;-0.6667;0.0;0.0;25.0;25.0;46.333333333333336;22;27;22;27;0;0;0;0;0;1;0.0;0.0;-2.0;0.47630306072130635;sell;0.0;-1.0;-1.0
190100;1;buy;3;42.0;Mark 22;43.0;42.0;42.0;43.0;50.0;2.0;0.0;0.0;0.0;21.0;21.0;43.0;27;30;27;30;0;0;0;0;0;0;-1.0;3.0;-2.0;0.5984795209241631;sell;0.0;0.0;1.0
195600;1;buy;3;41.0;Mark 22;42.0;41.0;43.0;46.0;50.0;2.0;0.0;0.0;0.0;23.0;23.0;42.0;30;33;30;33;0;0;1;0;0;0;1.0;0.0;0.0;0.5222329678670935;sell;0.0;2.0;5.0
252500;1;buy;2;53.0;Mark 22;54.0;54.0;54.0;50.0;56.0;2.0;0.0;0.0;0.0;21.0;21.0;54.0;33;35;33;35;0;0;0;0;0;0;0.0;1.0;2.0;0.47630306072130635;sell;1.0;1.0;-3.0
376600;1;buy;5;46.0;Mark 22;47.0;48.0;47.5;46.5;42.0;2.0;-0.5882;0.0;0.0;27.0;27.0;46.411764705882355;35;40;35;40;0;0;0;0;0;0;0.0;-3.0;-1.0;0.465907380030255;sell;2.0;1.5;0.5
460400;1;buy;3;47.0;Mark 22;47.0;49.0;50.0;49.5;53.0;2.0;0.375;0.0;0.0;22.0;22.0;47.375;40;43;40;43;0;0;0;0;0;0;0.0;1.0;0.0;0.4767312946227962;ambiguous;2.0;3.0;2.5
489700;1;buy;4;43.0;Mark 22;44.0;44.0;46.0;45.0;42.0;2.0;0.0;0.0;0.0;30.0;30.0;44.0;43;47;43;47;0;0;0;0;0;0;0.0;1.0;-3.0;0.5115740307919434;sell;1.0;3.0;2.0
519500;1;buy;4;50.0;Mark 22;50.5;51.0;51.0;49.0;43.0;3.0;0.0;0.0;0.0;24.0;24.0;50.5;47;51;47;51;0;0;0;0;0;0;-0.5;-1.5;-1.5;0.4843747685801752;ambiguous;1.0;1.0;-1.0
553100;1;buy;4;39.0;Mark 22;40.0;39.0;41.0;40.0;40.5;2.0;0.0;0.0;0.0;27.0;27.0;40.0;51;55;51;55;0;0;0;0;0;0;-2.0;-2.0;-2.0;0.6068597424995548;sell;0.0;2.0;1.0
564300;1;buy;2;40.0;Mark 22;41.0;41.0;42.0;42.0;41.0;2.0;0.0;0.0;0.0;26.0;26.0;41.0;55;57;55;57;0;0;0;0;0;0;1.0;1.0;1.0;0.5549583567041291;sell;1.0;2.0;2.0
568900;1;buy;4;43.0;Mark 22;43.0;43.0;43.0;42.0;40.0;2.0;0.4595;0.0;0.0;27.0;27.0;43.45945945945946;57;61;57;61;0;0;1;0;0;0;1.0;1.0;4.0;0.4958248289403992;ambiguous;0.0;0.0;-1.0
588200;1;buy;4;45.0;Mark 22;46.0;46.0;44.0;43.0;34.0;2.0;0.5556;0.0;0.0;21.0;21.0;46.55555555555556;61;65;61;65;0;0;0;0;0;0;0.0;2.0;3.0;0.5496471862793046;sell;1.0;-1.0;-2.0
604600;1;buy;5;39.0;Mark 22;40.0;40.0;38.0;41.0;33.5;2.0;0.0;0.0;0.0;17.0;17.0;40.0;65;70;65;70;0;0;0;0;0;0;0.0;0.0;-3.0;0.45404012314459685;sell;1.0;-1.0;2.0
617900;1;buy;2;40.0;Mark 22;41.0;40.0;41.0;39.0;37.0;2.0;0.0;0.0;0.0;20.0;20.0;41.0;70;72;70;72;0;0;0;0;0;0;0.0;2.0;4.0;0.47501604266777764;sell;0.0;1.0;-1.0
618300;1;buy;2;40.0;Mark 22;41.0;40.0;40.0;39.0;36.0;2.0;-0.5238;0.0;0.0;16.0;16.0;40.476190476190474;72;74;72;74;1;1;1;0;0;0;0.0;1.0;4.0;0.46966981565909777;sell;0.0;0.0;-1.0
624400;1;buy;2;42.0;Mark 22;42.0;42.0;40.0;35.0;38.0;2.0;0.0;0.0;0.0;19.0;19.0;42.0;74;76;74;76;0;0;2;0;0;0;-1.0;0.0;1.0;0.4766242722183445;ambiguous;0.0;-2.0;-7.0
636100;1;buy;4;37.0;Mark 22;37.5;36.0;34.0;33.0;40.0;1.0;0.0;0.0;0.0;17.0;17.0;37.5;76;80;76;80;0;0;0;0;0;0;1.5;1.5;-3.5;0.4159237331295613;sell;-1.0;-3.0;-4.0
642100;1;buy;4;34.0;Mark 22;34.5;34.5;34.0;30.5;42.0;1.0;-0.4706;0.0;0.0;25.0;25.0;34.26470588235294;80;84;80;84;0;0;1;0;0;0;0.5;0.5;-1.5;0.3985741344838153;sell;0.5;0.0;-3.5
674000;1;buy;3;37.0;Mark 22;37.0;39.0;39.0;38.5;55.0;2.0;0.0;0.0;0.0;22.0;22.0;37.0;84;87;84;87;0;0;0;0;0;0;0.0;1.0;2.0;0.4376197782309994;ambiguous;2.0;2.0;1.5
