ts;day;side;qty;price;counterparty;mid_pre;mid_post_5;mid_post_20;mid_post_100;mid_post_500;spread_pre;imb1_pre;imb2_pre;imb3_pre;depth_bid_pre;depth_ask_pre;microprice_pre;inventory_day_pre;inventory_day;inventory_cum_pre;inventory_cum;trades_since_last_5;trades_since_last_20;trades_since_last_100;trades_other_mark_since_last_5;trades_other_mark_since_last_20;trades_other_mark_since_last_100;recent_ret_5;recent_ret_20;recent_ret_100;realised_vol_100;aggressor;adverse_select_5;adverse_select_20;adverse_select_100
85300;1;buy;2;42.0;Mark 22;42.0;43.0;44.0;46.0;51.5;2.0;0.3548;0.0;0.0;21.0;21.0;42.354838709677416;0;2;0;2;0;0;0;0;0;0;-0.5;0.0;-3.0;0.5356869554443542;ambiguous;1.0;2.0;4.0
170500;1;buy;3;46.0;Mark 22;46.5;46.0;47.0;46.0;46.0;1.0;0.5238;-0.1351;-0.1351;16.0;21.0;46.76190476190476;2;5;2;5;0;0;0;0;0;0;-0.5;-1.0;-2.5;0.4839532981774744;sell;0.0;1.0;0.0
377900;1;buy;2;47.0;Mark 22;48.0;48.0;49.0;46.5;41.0;2.0;0.0;0.0;0.0;22.0;22.0;48.0;5;7;5;7;0;0;0;0;1;1;1.0;1.0;0.5;0.45223881627320467;sell;1.0;2.0;-0.5
710500;1;buy;5;49.0;Mark 22;50.0;50.0;52.0;54.0;57.0;2.0;0.0;0.0;0.0;19.0;19.0;50.0;7;12;7;12;0;0;0;0;0;0;1.5;2.0;6.0;0.498850837368313;sell;1.0;3.0;5.0
720500;1;buy;2;53.0;Mark 22;54.0;53.0;52.5;54.5;54.0;2.0;0.0;0.0;0.0;23.0;23.0;54.0;12;14;12;14;0;0;1;0;0;0;0.0;0.5;4.0;0.48030276476641376;sell;0.0;-0.5;1.5
848900;1;buy;5;51.0;Mark 22;51.0;53.0;51.0;51.0;45.0;2.0;0.0;0.0;0.0;19.0;19.0;51.0;14;19;14;19;0;0;0;0;0;0;0.0;1.0;4.0;0.4958248289403992;ambiguous;2.0;0.0;0.0
79300;2;buy;5;47.0;Mark 22;47.0;47.0;50.5;52.5;46.5;2.0;0.0;0.0;0.0;23.0;23.0;47.0;0;5;19;24;0;0;0;0;0;1;0.0;2.0;1.0;0.4712962887793214;ambiguous;0.0;3.5;5.5
225500;2;buy;5;50.0;Mark 22;51.0;49.0;49.0;53.0;53.0;2.0;-0.5625;0.0;0.0;25.0;25.0;50.4375;5;10;24;29;0;0;0;0;0;0;0.0;3.5;1.0;0.4712962887793214;sell;-1.0;-1.0;3.0
289300;2;buy;2;52.0;Mark 22;53.0;53.0;52.0;53.0;50.0;2.0;-0.4483;0.0;0.0;21.0;21.0;52.55172413793103;10;12;29;31;0;0;0;0;0;0;-0.5;-1.5;0.0;0.5173748811807234;sell;1.0;0.0;1.0
350700;2;buy;4;47.0;Mark 22;48.0;45.0;45.0;49.0;37.0;2.0;0.0;0.0;0.0;19.0;19.0;48.0;12;16;31;35;0;0;0;0;0;0;0.5;0.0;-2.0;0.5169803149603714;sell;-2.0;-2.0;2.0
461200;2;buy;3;37.0;Mark 22;38.0;38.0;38.5;37.0;36.5;2.0;-0.4667;0.0;0.0;22.0;22.0;37.53333333333333;16;19;35;38;0;0;0;0;0;0;0.0;-1.0;-1.0;0.4018882073551063;sell;1.0;1.5;0.0
483400;2;buy;5;40.0;Mark 22;41.0;40.0;39.0;38.5;39.0;2.0;0.0;0.0;0.0;27.0;27.0;41.0;19;24;38;43;0;0;0;0;0;0;-1.0;0.0;4.0;0.46966981565909777;sell;0.0;-1.0;-1.5
554600;2;buy;5;38.0;Mark 22;38.5;39.0;38.0;36.0;38.0;1.0;-0.5833;0.1163;0.1163;24.0;19.0;38.208333333333336;24;29;43;48;0;0;0;0;0;1;0.5;1.5;1.5;0.5147056894382737;sell;1.0;0.0;-2.0
587100;2;buy;4;28.0;Mark 22;28.5;28.5;29.0;34.0;39.0;1.0;-0.3939;0.0;0.0;23.0;23.0;28.303030303030305;29;33;48;52;0;0;0;0;0;0;-0.5;-1.0;-3.5;0.3777426656831344;sell;0.5;1.0;6.0
