ts;day;side;qty;price;counterparty;mid_pre;mid_post_5;mid_post_20;mid_post_100;mid_post_500;spread_pre;imb1_pre;imb2_pre;imb3_pre;depth_bid_pre;depth_ask_pre;microprice_pre;inventory_day_pre;inventory_day;inventory_cum_pre;inventory_cum;trades_since_last_5;trades_since_last_20;trades_since_last_100;trades_other_mark_since_last_5;trades_other_mark_since_last_20;trades_other_mark_since_last_100;recent_ret_5;recent_ret_20;recent_ret_100;realised_vol_100;aggressor;adverse_select_5;adverse_select_20;adverse_select_100
322600;1;sell;4;98.0;Mark 14;99.5;99.5;96.5;91.5;99.5;3.0;-0.5122;0.0;0.0;31.0;31.0;98.73170731707317;0;-4;0;-4;0;0;0;0;0;0;0.0;4.5;-6.0;0.6752206047017331;sell;-1.5;1.5;6.5
437100;1;sell;1;87.0;Mark 38;86.5;86.5;90.0;98.5;88.5;3.0;0.0;0.0;0.0;18.0;18.0;86.5;-4;-5;-4;-5;0;0;0;0;0;0;-1.0;1.0;-2.0;0.6232822532919143;ambiguous;0.5;-3.0;-11.5
564300;1;sell;2;84.0;Mark 14;85.5;85.5;87.5;87.0;85.5;3.0;0.0;0.0;0.0;34.0;34.0;85.5;-5;-7;-5;-7;0;0;0;0;0;0;2.0;1.5;1.5;0.6374449687261403;sell;-1.5;-3.5;-3.0
624400;1;sell;2;88.0;Mark 14;88.5;88.5;84.5;76.0;80.5;3.0;0.0;0.0;0.0;29.0;29.0;88.5;-7;-9;-7;-9;0;0;0;0;0;0;-1.0;1.0;3.0;0.5938156952201644;ambiguous;-0.5;3.5;12.0
636100;1;sell;4;79.0;Mark 14;79.5;77.5;74.0;71.5;83.5;3.0;0.0;0.0;0.0;32.0;32.0;79.5;-9;-13;-9;-13;0;0;0;0;0;0;2.5;2.0;-6.0;0.5697453235443384;ambiguous;1.5;5.0;7.5
642100;1;sell;4;74.0;Mark 14;74.5;74.5;73.5;68.0;85.5;3.0;0.0;0.0;0.0;25.0;25.0;74.5;-13;-17;-13;-17;0;0;1;0;0;0;1.0;0.0;-3.5;0.5377305718871178;ambiguous;-0.5;0.5;6.0
988100;1;sell;5;94.0;Mark 14;95.0;94.5;97.5;104.5;;2.0;0.0;0.0;0.0;30.0;30.0;95.0;-17;-22;-17;-22;0;0;0;0;0;0;0.0;-0.5;-4.5;0.7038527060204203;sell;-0.5;-3.5;-10.5
414900;2;sell;3;76.0;Mark 14;76.5;76.5;82.0;80.5;83.0;3.0;0.0;0.0;0.0;25.0;25.0;76.5;0;-3;-22;-25;0;0;0;0;0;0;2.5;1.0;-4.0;0.580302810524701;ambiguous;-0.5;-6.0;-4.5
423800;2;sell;5;79.0;Mark 14;80.0;80.5;82.5;83.5;81.5;2.0;-0.5333;0.0;0.0;23.0;23.0;79.46666666666667;-3;-8;-25;-30;0;0;1;0;0;0;1.5;2.0;3.5;0.6326652187793776;sell;-1.5;-3.5;-4.5
433100;2;sell;2;83.0;Mark 14;84.5;83.5;83.5;81.0;88.0;3.0;0.0;0.0;0.0;35.0;35.0;84.5;-8;-10;-30;-32;0;0;1;0;0;0;1.5;3.5;5.0;0.6256106087758393;sell;-0.5;-0.5;2.0
443600;2;sell;4;82.0;Mark 14;82.0;83.5;90.0;83.5;84.5;2.0;0.3529;0.0;0.0;23.0;23.0;82.3529411764706;-10;-14;-32;-36;0;0;0;0;0;0;1.0;-0.5;-1.5;0.5339700056577604;ambiguous;-1.5;-8.0;-1.5
456200;2;sell;2;82.0;Mark 14;84.5;83.0;84.5;80.5;80.0;3.0;0.0;0.0;0.0;29.0;29.0;84.5;-14;-16;-36;-38;0;0;0;0;0;0;1.0;1.5;-6.0;0.6206575499473952;sell;-1.0;-2.5;1.5
519600;2;sell;5;87.0;Mark 14;88.5;87.5;87.0;87.5;75.0;3.0;0.0;0.0;0.0;25.0;25.0;88.5;-16;-21;-38;-43;0;0;0;0;0;0;1.0;2.0;8.5;0.5989907506764858;sell;-0.5;0.0;-0.5
666500;2;sell;2;91.0;Mark 14;92.0;92.0;95.0;101.5;87.5;2.0;0.0;0.0;0.0;34.0;34.0;92.0;-21;-23;-43;-45;0;0;0;0;0;0;-1.5;1.5;1.5;0.6721537276611768;sell;-1.0;-4.0;-10.5
