ts;day;side;qty;price;counterparty;mid_pre;mid_post_5;mid_post_20;mid_post_100;mid_post_500;spread_pre;imb1_pre;imb2_pre;imb3_pre;depth_bid_pre;depth_ask_pre;microprice_pre;inventory_day_pre;inventory_day;inventory_cum_pre;inventory_cum;trades_since_last_5;trades_since_last_20;trades_since_last_100;trades_other_mark_since_last_5;trades_other_mark_since_last_20;trades_other_mark_since_last_100;recent_ret_5;recent_ret_20;recent_ret_100;realised_vol_100;aggressor;adverse_select_5;adverse_select_20;adverse_select_100
128700;3;buy;3;77.0;Mark 22;78.0;78.0;84.5;83.5;82.5;2.0;0.4054;0.0;0.0;26.0;26.0;78.4054054054054;0;3;0;3;0;0;0;0;0;0;0.0;-1.5;1.5;0.6569540420811757;sell;1.0;7.5;6.5
222400;3;buy;2;71.0;Mark 22;72.5;71.5;72.5;75.0;76.0;3.0;0.0;0.0;0.0;19.0;19.0;72.5;3;5;3;5;0;0;0;0;0;0;-0.5;-2.5;-3.5;0.6713943174902572;sell;0.5;1.5;4.0
363100;3;buy;2;68.0;Mark 22;68.0;67.0;67.0;74.5;75.0;2.0;0.0;0.0;0.0;35.0;35.0;68.0;5;7;5;7;0;0;0;0;0;0;2.0;3.0;3.0;0.5765544724375893;ambiguous;-1.0;-1.0;6.5
431900;3;buy;5;63.0;Mark 22;64.5;64.0;65.0;64.5;62.5;3.0;0.0;0.0;0.0;30.0;30.0;64.5;7;12;7;12;0;0;0;0;0;1;1.0;0.5;-7.5;0.5287857080792469;sell;1.0;2.0;1.5
511800;3;buy;2;55.0;Mark 22;56.0;56.0;58.0;57.0;64.5;2.0;0.0;0.0;0.0;30.0;30.0;56.0;12;14;12;14;0;0;0;0;0;0;1.0;-2.0;2.0;0.5942450941447567;sell;1.0;3.0;2.0
516400;3;buy;4;60.0;Mark 22;61.0;60.5;60.0;58.0;70.0;2.0;0.0;0.0;0.0;33.0;33.0;61.0;14;18;14;18;0;0;1;0;0;0;2.0;1.0;5.0;0.6174849178011282;sell;0.5;0.0;-2.0
524000;3;buy;2;57.0;Mark 22;58.0;56.0;58.0;52.0;66.0;2.0;0.0;0.0;0.0;35.0;35.0;58.0;18;20;18;20;0;0;1;0;0;0;0.0;1.0;-1.0;0.5859456570615424;sell;-1.0;1.0;-5.0
535900;3;buy;3;52.0;Mark 22;53.0;54.0;56.0;56.0;62.5;2.0;0.0877;0.0877;0.0877;31.0;26.0;53.08771929824562;20;23;20;23;0;0;0;0;0;0;1.5;0.0;-5.0;0.592439527216775;sell;2.0;4.0;4.0
627700;3;buy;2;76.0;Mark 22;77.5;76.5;71.0;74.5;85.5;3.0;0.0;0.0;0.0;34.0;34.0;77.5;23;25;23;25;0;0;0;0;0;2;2.5;3.5;3.5;0.6366441581477544;sell;0.5;-5.0;-1.5
777600;3;buy;5;69.0;Mark 22;70.0;71.5;70.5;82.0;81.5;2.0;0.5484;0.0;0.0;24.0;24.0;70.54838709677419;25;30;25;30;0;0;0;0;0;0;-1.5;-2.0;-2.0;0.5361629101854631;sell;2.5;1.5;13.0
890900;3;buy;4;71.0;Mark 22;73.0;73.0;77.0;83.5;85.5;2.0;0.5385;0.0;0.0;30.0;30.0;73.53846153846153;30;34;30;34;0;0;0;0;0;0;-0.5;0.5;6.0;0.5785419118799026;sell;2.0;6.0;12.5
